"CO_ANO";"SUBSTANCIA";"CO_NCM";"NO_NCM_Subitem_POR";"IMP_FOB.x";"QUANTIDADE";"SG_UNID";"NO_UNID";"id_NCM_ano";"VALOR_(usd/un)"
"2018";"Rochas Ornamentais";"68021000";"Ladrilhos, cubos, pastilhas e artigos semelhantes, mesmo de forma diferente da quadrada ou retangular, cuja maior superfície possa ser inscrita num quadrado de lado inferior a 7 cm; grânulos, fragmentos e pós, corados artificialmente";1009157;890,087;"TML";"TONELADA METRICA LIQUIDA";"68021000_2018";1806,85
"2018";"Rochas Ornamentais";"25151210";"Mármores, simplesmente cortados a serra ou por outro meio, em blocos ou placas de forma quadrada ou retangular";892677;58296;"M3";"METRO CUBICO";"25151210_2018";997,525
"2018";"Rochas Ornamentais";"68029200";"Outras pedras calcárias, trabalhadas de outro modo e obras";723972;1088,644;"TML";"TONELADA METRICA LIQUIDA";"68029200_2018";564,4
"2018";"Rochas Ornamentais";"25169000";"Outras pedras de cantaria ou de construção";615854;1081,646;"TML";"TONELADA METRICA LIQUIDA";"25169000_2018";570,2
"2018";"Rochas Ornamentais";"68029990";"Outras pedras de cantaria, etc, trabalhadas de outro modo e obra";408286;418,78;"TML";"TONELADA METRICA LIQUIDA";"68029990_2018";1973,7
"2018";"Rochas Ornamentais";"68010000";"Pedras para calcetar, meios-fios e placas (lajes) para pavimentação, de pedra natural (exceto a ardósia)";397891;687,916;"TML";"TONELADA METRICA LIQUIDA";"68010000_2018";660,8
"2018";"Ródio";"71103100";"Ródio em formas brutas ou em pó";53891993;814;"KGL";"QUILOGRAMA LIQUIDO";"71103100_2018";69830,2529
"2018";"Ródio";"71103900";"Ródio em formas semimanufaturadas";46907;23;"KGL";"QUILOGRAMA LIQUIDO";"71103900_2018";1253,25
"2018";"Rutênio";"28439020";"Tricloreto de rutênio em solução aquosa com uma concentração igual ou superior a 17 %, mas inferior ou igual a 27 %, em peso";905392;148;"KGL";"QUILOGRAMA LIQUIDO";"28439020_2018";6270,425
"2018";"Sal";"28151200";"Hidróxido de sódio (soda cáustica), em solução aquosa (lixívia de soda cáustica)";614589920;2002128197;"KGL";"QUILOGRAMA LIQUIDO";"28151200_2018";0,3294
"2018";"Sal";"28362010";"Carbonato dissódico anidro";277853872;1388002451;"KGL";"QUILOGRAMA LIQUIDO";"28362010_2018";0,2351
"2018";"Sal";"28331110";"Sulfato dissódico anidro";95872549;938016288;"KGL";"QUILOGRAMA LIQUIDO";"28331110_2018";0,1392
"2018";"Sal";"28151100";"Hidróxido de sódio (soda cáustica), sólido";21660551;27985558;"KGL";"QUILOGRAMA LIQUIDO";"28151100_2018";0,8407
"2018";"Sal";"31059019";"Outros nitratos de sódio potássico";15818396;35814141;"KGL";"QUILOGRAMA LIQUIDO";"31059019_2018";0,4435
"2018";"Sal";"25010019";"Outros tipos de sal a granel, sem agregados";13838872;788422883;"KGL";"QUILOGRAMA LIQUIDO";"25010019_2018";0,0174
"2018";"Sal";"28289020";"Clorito de sódio";13833036;11614138;"KGL";"QUILOGRAMA LIQUIDO";"28289020_2018";1,1045
"2018";"Sal";"28353110";"Trifosfato de sódio (tripolifosfato de sódio), grau alimentício, de acordo com o estabelecido pela Food and Agriculture Organization - Organização Mundial da Saúde (FAO - OMS) ou pelo Food Chemical Codex (FCC)";12870538;12190225;"KGL";"QUILOGRAMA LIQUIDO";"28353110_2018";1,0677
"2018";"Sal";"28321090";"Outros sulfitos de sódio";12239025;20839081;"KGL";"QUILOGRAMA LIQUIDO";"28321090_2018";0,6817
"2018";"Sal";"28301010";"Sulfeto de dissódio";10345206;14889107;"KGL";"QUILOGRAMA LIQUIDO";"28301010_2018";0,7142
"2018";"Selênio";"28049000";"Selênio";2141719;59152;"KGL";"QUILOGRAMA LIQUIDO";"28049000_2018";37,7702
"2018";"Silício";"70109090";"Outros garrafões, garrafas, frascos, etc, de vidro";54767673;32452314;"KGL";"QUILOGRAMA LIQUIDO";"70109090_2018";2,6846
"2018";"Silício";"70091000";"Espelhos retrovisores para veículos";53136263;4153041;"KGL";"QUILOGRAMA LIQUIDO";"70091000_2018";20,8
"2018";"Silício";"39100019";"Outros óleos silicones em formas primárias";42539213;9191108;"KGL";"QUILOGRAMA LIQUIDO";"39100019_2018";13,0478
"2018";"Silício";"70134900";"Outros objetos para serviços de mesa e cozinha, exceto aqueles citados anteriormente";41208036;40035417;"KGL";"QUILOGRAMA LIQUIDO";"70134900_2018";1,4055
"2018";"Silício";"70199090";"Outras fibras de vidro e suas obras";37547574;5785373;"KGL";"QUILOGRAMA LIQUIDO";"70199090_2018";40,5121
"2018";"Silício";"39100021";"Elastômeros de silicone, de vulcanização a quente";35491193;8124702;"KGL";"QUILOGRAMA LIQUIDO";"39100021_2018";7,9107
"2018";"Silício";"39100011";"Misturas de pre-polímeros lineares, etc.(silicone óleo)";26733177;10957567;"KGL";"QUILOGRAMA LIQUIDO";"39100011_2018";2,91
"2018";"Silício";"28112210";"Dióxido de silício obtido por precipitação química";26601364;22450057;"KGL";"QUILOGRAMA LIQUIDO";"28112210_2018";1,2127
"2018";"Silício";"70052100";"Outro vidro não armado, corado na massa, opacificado, folheado (chapeado) ou simplesmente desbastado, em chapas ou folhas";22691118;4103007;"M2";"METRO QUADRADO";"70052100_2018";6,2781
"2018";"Silício";"70071900";"Outros vidros de segurança, temperados";19828570;3241397;"M2";"METRO QUADRADO";"70071900_2018";66,0204
"2018";"Talco";"25262000";"Esteatita natural, mesmo desbastada ou simplesmente cortada a serra ou por outro meio, em blocos ou placas de forma quadrada ou retangular, triturada ou em pó e talco";8520360;20338189;"KGL";"QUILOGRAMA LIQUIDO";"25262000_2018";0,768
"2018";"Tálio";"81125900";"Obras e outros produtos do tálio";53;0;"KGL";"QUILOGRAMA LIQUIDO";"81125900_2018";NA
"2018";"Tântalo";"85322111";"Condensador fixo elétrico, de tântalo, próprios para montagem em superfície (SMD - Surface Mounted Device), com tensão de isolação inferior ou igual a 125 V";7383728;79834519;"UNID.";"NUMERO (UNIDADE)";"85322111_2018";0,1238
"2018";"Tântalo";"85322119";"Outros condensadores fixos elétricos, de tântalo, próprios para montagem em superfície (SMD - Surface Mounted Device)";302655;1562901;"UNID.";"NUMERO (UNIDADE)";"85322119_2018";0,19
"2018";"Tântalo";"85322190";"Outros condensadores fixos eletrolítico, de tântalo";162325;1500757;"UNID.";"NUMERO (UNIDADE)";"85322190_2018";0,2729
"2018";"Tântalo";"81039000";"Outras obras de tântalo";131330;0,119;"TML";"TONELADA METRICA LIQUIDA";"81039000_2018";1385500
"2018";"Tântalo";"85322120";"Outros condensadores fixos eletrolítico, de tântalo, próprios para montagem por inserção (PHP - Pin Through Hole)";9962;21625;"UNID.";"NUMERO (UNIDADE)";"85322120_2018";0,6462
"2018";"Tântalo";"28499020";"Carbonetos de constituição química definida ou não, de tântalo";7823;0,025;"TML";"TONELADA METRICA LIQUIDA";"28499020_2018";312920
"2018";"Tântalo";"81032000";"Tântalo em formas brutas, incluindo as barras simplesmente obtidas por sinterização; pós";586;0;"TML";"TONELADA METRICA LIQUIDA";"81032000_2018";NA
"2018";"Terras Raras";"28469090";"Outros compostos dos metais das terras raras, de ítrio, etc";4771692;1736,761;"TML";"TONELADA METRICA LIQUIDA";"28469090_2018";15884,15
"2018";"Terras Raras";"38159093";"Outras preparações catalíticas, tendo como substância ativa óxidos de terras raras";3477162;139,245;"TML";"TONELADA METRICA LIQUIDA";"38159093_2018";26119
"2018";"Terras Raras";"36069000";"Ferrocerio e outras ligas pirofosfóricas, artigo de material inflamável";1310265;206,673;"TML";"TONELADA METRICA LIQUIDA";"36069000_2018";16002,9
"2018";"Terras Raras";"28053010";"Liga de cério, com teor de ferro inferior ou igual a 5 %, em peso (Mischmetal)";921964;144,15;"TML";"TONELADA METRICA LIQUIDA";"28053010_2018";6469,6
"2018";"Terras Raras";"28461010";"Óxido cérico";598848;54,61;"TML";"TONELADA METRICA LIQUIDA";"28461010_2018";12721,65
"2018";"Terras Raras";"28461090";"Outros compostos de cério";166023;19,439;"TML";"TONELADA METRICA LIQUIDA";"28461090_2018";27915
"2018";"Terras Raras";"28053090";"Outros metais de terras raras, escândio e ítrio";82343;10,518;"TML";"TONELADA METRICA LIQUIDA";"28053090_2018";7559,15
"2018";"Terras Raras";"28469020";"Cloretos dos demais metais das terras raras";14363;1,071;"TML";"TONELADA METRICA LIQUIDA";"28469020_2018";834000
"2018";"Terras Raras";"28419015";"Titanatos de lantânio ou de neodímio";1499;0,032;"TML";"TONELADA METRICA LIQUIDA";"28419015_2018";69363,6
"2018";"Titânio";"32061110";"Pigmentos tipo rutilo";322108224;116551,546;"TML";"TONELADA METRICA LIQUIDA";"32061110_2018";2923
"2018";"Titânio";"81089000";"Obras de titânio";43980166;392,027;"TML";"TONELADA METRICA LIQUIDA";"81089000_2018";350362,6
"2018";"Titânio";"28230010";"Óxidos de titânio, tipo anatase";28543034;11737,485;"TML";"TONELADA METRICA LIQUIDA";"28230010_2018";3264,85
"2018";"Titânio";"26140090";"Outros minérios de titânio e seus concentrados";22735830;41499,12;"TML";"TONELADA METRICA LIQUIDA";"26140090_2018";995,45
"2018";"Titânio";"72029100";"Ferro-titânio e ferro-silício-titânio";17274027;4911,5;"TML";"TONELADA METRICA LIQUIDA";"72029100_2018";3489,2
"2018";"Titânio";"32061990";"Outros pigmentos e prepars.à base de dióxido de titânio";14096690;5251,779;"TML";"TONELADA METRICA LIQUIDA";"32061990_2018";12303,85
"2018";"Titânio";"32061910";"Pigmento constituído por mica revestida película dióxido titânio";11708854;2097,635;"TML";"TONELADA METRICA LIQUIDA";"32061910_2018";13467,6
"2018";"Titânio";"32061130";"Preparações à base de dióxido de titânio, peso >= 80%";4888193;660,166;"TML";"TONELADA METRICA LIQUIDA";"32061130_2018";10749,6
"2018";"Titânio";"32061120";"Outros pigmentos que contenham, em peso, 80 % ou mais de dióxido de titânio, calculado sobre matéria seca";4028288;1089,779;"TML";"TONELADA METRICA LIQUIDA";"32061120_2018";6466,7
"2018";"Titânio";"28230090";"Outros óxidos de titânio";1416540;605,016;"TML";"TONELADA METRICA LIQUIDA";"28230090_2018";8939
"2018";"Tungstênio";"85392110";"Outras lâmpadas e tubos de incandescência, exceto de raios ultravioleta ou infravermelhos, halógenos, de tungstênio, para uma tensão inferior ou igual a 15 V";37259562;65834603;"UNID.";"NUMERO (UNIDADE)";"85392110_2018";1,8
"2018";"Tungstênio";"85392190";"Outras lâmpadas/tubos incandescentes halogenos, de tungstênio";16459592;50019711;"UNID.";"NUMERO (UNIDADE)";"85392190_2018";4,52
"2018";"Tungstênio";"81019990";"Outras obras de tungstênio";5611614;66,468;"TML";"TONELADA METRICA LIQUIDA";"81019990_2018";131658,2
"2018";"Tungstênio";"72028000";"Ferro-tungstênio (ferro-volfrâmio) e ferro-silício-tungstênio (ferro-silício-volfrâmio)";3085731;99,33;"TML";"TONELADA METRICA LIQUIDA";"72028000_2018";32587,95
"2018";"Tungstênio";"28499030";"Carbonetos de constituição química definida ou não, de tungstênio (volfrâmio)";2928936;50,23;"TML";"TONELADA METRICA LIQUIDA";"28499030_2018";64967
"2018";"Tungstênio";"81011000";"Pós de tungstênio (volframio)";1945037;33,618;"TML";"TONELADA METRICA LIQUIDA";"81011000_2018";65287,5
"2018";"Tungstênio";"90184911";"Brocas para odontologia, de carboneto de tungstênio (volfrâmio)";1922045;2129388;"UNID.";"NUMERO (UNIDADE)";"90184911_2018";1,6864
"2018";"Tungstênio";"81019400";"Tungstênio (volfrâmio) em formas brutas, incluindo as barras simplesmente obtidas por sinterização";1664625;23,289;"TML";"TONELADA METRICA LIQUIDA";"81019400_2018";74095,1
"2018";"Tungstênio";"38249972";"Preparações à base de sílica em suspensão coloidal; nitreto de boro de estrutura cristalina cúbica, compactado com substrato de carbeto de tungstênio (volfrâmio)";1028196;341,243;"TML";"TONELADA METRICA LIQUIDA";"38249972_2018";24153,8
"2018";"Tungstênio";"81019600";"Fios de tungstênio";893292;6,571;"TML";"TONELADA METRICA LIQUIDA";"81019600_2018";95000
"2018";"Turfa";"27030000";"Turfa (incluindo a turfa para cama de animais), mesmo aglomerada";6533852;25566231;"KGL";"QUILOGRAMA LIQUIDO";"27030000_2018";0,2153
"2018";"Turfa";"68152000";"Obras de turfa";6224;2107;"KGL";"QUILOGRAMA LIQUIDO";"68152000_2018";2,954
"2018";"Urânio";"28441000";"Urânio natural e seus compostos; ligas, dispersões (incluindo os ceramais (cermets)), produtos cerâmicos e misturas que contenham urânio natural ou compostos de urânio natural";27173716;130157;"KGL";"QUILOGRAMA LIQUIDO";"28441000_2018";278,5378
"2018";"Urânio";"26121000";"Minérios de urânio e seus concentrados";42;0;"KGL";"QUILOGRAMA LIQUIDO";"26121000_2018";NA
"2018";"Vanádio";"72029200";"Ferro-vanádio";71321104;1385,165;"TML";"TONELADA METRICA LIQUIDA";"72029200_2018";53968,6
"2018";"Vanádio";"28253010";"Pentóxido de divanádio";11747399;345,05;"TML";"TONELADA METRICA LIQUIDA";"28253010_2018";34891,6
"2018";"Vanádio";"28419030";"Vanadatos";494431;30,887;"TML";"TONELADA METRICA LIQUIDA";"28419030_2018";48000
"2018";"Vanádio";"90184912";"Brocas para odontologia, de aço-vanádio";147145;353700;"UNID.";"NUMERO (UNIDADE)";"90184912_2018";0,4646
"2018";"Vanádio";"28253090";"Outros óxidos e hidróxidos de vanádio";136500;4,315;"TML";"TONELADA METRICA LIQUIDA";"28253090_2018";110666,7
"2018";"Vermiculita";"68069090";"Outras obras de matérias minerais para isolamento do calor, som, etc.";19642782;11963302;"KGL";"QUILOGRAMA LIQUIDO";"68069090_2018";15,6072
"2018";"Vermiculita";"68062000";"Vermiculita e argilas, expandidas, espuma de escórias e produtos minerais semelhantes, expandidos, mesmo misturados entre si";4910337;1281094;"KGL";"QUILOGRAMA LIQUIDO";"68062000_2018";3,4991
"2018";"Vermiculita";"68061000";"Lãs de escórias de altos-fornos, lãs de outras escórias, lã de rocha e lãs minerais semelhantes, mesmo misturadas entre si, a granel, em folhas ou em rolos";2012047;844276;"KGL";"QUILOGRAMA LIQUIDO";"68061000_2018";4,9158
"2018";"Vermiculita";"25301090";"Vermiculita e cloritas, não expandidas";12869;40040;"KGL";"QUILOGRAMA LIQUIDO";"25301090_2018";0,3224
"2018";"Zinco";"26080010";"Sulfetos de minérios de zinco";229989179;187561,052;"TML";"TONELADA METRICA LIQUIDA";"26080010_2018";1234,6
"2018";"Zinco";"79011111";"Zinco não ligado, que contenha, em peso, 99,99 % ou mais de zinco, eletrolítico, em lingotes";105743334;2667576;"TML";"TONELADA METRICA LIQUIDA";"79011111_2018";3131,3669
"2018";"Zinco";"26080090";"Outros minérios de zinco e seus concentrados";46328949;29783,46;"TML";"TONELADA METRICA LIQUIDA";"26080090_2018";1562
"2018";"Zinco";"28170010";"Óxido de zinco (branco de zinco)";26216677;9157,582;"TML";"TONELADA METRICA LIQUIDA";"28170010_2018";4505,6
"2018";"Zinco";"38112120";"Aditivos para óleos lubrificantes, que contenham óleos de petróleo ou de minerais betuminosos, antidesgastes, anticorrosivos ou antioxidantes, contendo dialquilditiofosfato de zinco ou diarilditiofosfato de zinco";20922736;6142,472;"TML";"TONELADA METRICA LIQUIDA";"38112120_2018";5060,4
"2018";"Zinco";"28332970";"Sulfatos de zinco";17654683;13055,843;"TML";"TONELADA METRICA LIQUIDA";"28332970_2018";5180
"2018";"Zinco";"79011210";"Zinco não ligado, que contenha, em peso, menos de 99,99 % de zinco, em lingotes";14627619;4469;"TML";"TONELADA METRICA LIQUIDA";"79011210_2018";3261,837
"2018";"Zinco";"79070090";"Outras obras de zinco";4807166;590,38;"TML";"TONELADA METRICA LIQUIDA";"79070090_2018";22083,35
"2018";"Zinco";"85066010";"Pilhas e baterias de pilhas, elétricas, ar-zinco, com volume exterior não superior a 300 cm3";4674755;23812074;"UNID.";"NUMERO (UNIDADE)";"85066010_2018";0,1706
"2018";"Zinco";"28273998";"Cloreto de zinco";3988051;2027,117;"TML";"TONELADA METRICA LIQUIDA";"28273998_2018";4155,9
"2018";"Zircônio";"26151020";"Zirconita (minério de zircônio)";8546911;6741,456;"TML";"TONELADA METRICA LIQUIDA";"26151020_2018";1461,3
"2018";"Zircônio";"25309020";"Areia de zircônio micronizada, própria para a preparação de esmaltes cerâmicos";6741097;4716,16;"TML";"TONELADA METRICA LIQUIDA";"25309020_2018";1441,7
"2018";"Zircônio";"81099000";"Obras de zircônio";5306418;40,745;"TML";"TONELADA METRICA LIQUIDA";"81099000_2018";48260,6
"2018";"Zircônio";"28369912";"Carbonato de zircônio";3389789;886,02;"TML";"TONELADA METRICA LIQUIDA";"28369912_2018";3993,2
"2018";"Zircônio";"28256020";"Dióxido de zircônio";2719167;137,659;"TML";"TONELADA METRICA LIQUIDA";"28256020_2018";42833,3
"2018";"Zircônio";"69039092";"Outros produtos cerâmicos refratários de compostos de zircônio";2217301;134,253;"TML";"TONELADA METRICA LIQUIDA";"69039092_2018";21613,9
"2018";"Zircônio";"69039012";"Tubo refratrário, de compostos de zircônio";1437984;1,901;"TML";"TONELADA METRICA LIQUIDA";"69039012_2018";700878,8
"2018";"Zircônio";"32071010";"Pigmento, opacificante, etc, à base de zircônio/seus sais";357612;118,542;"TML";"TONELADA METRICA LIQUIDA";"32071010_2018";90500
"2018";"Zircônio";"69029020";"Tijolos e outras peças cerâmicas refratárias não fundidos, com um teor de óxido de zircônio (ZrO2) superior a 25 %, em peso";66055;26,477;"TML";"TONELADA METRICA LIQUIDA";"69029020_2018";5725,25
"2018";"Zircônio";"28399030";"Silicato de zircônio";62845;29,023;"TML";"TONELADA METRICA LIQUIDA";"28399030_2018";1935
