"CO_ANO";"SUBSTANCIA";"CO_NCM";"NO_NCM_Subitem_POR";"EX_FOB.x";"QUANTIDADE";"SG_UNID";"NO_UNID";"id_NCM_ano";"VALOR_(usd/un)"
"2018";"Vanádio";"72029200";"Ferro-vanádio";1007861;11,988;"TML";"TONELADA METRICA LIQUIDA";"72029200_2018";81272,2
"2018";"Vanádio";"90184912";"Brocas para odontologia, de aço-vanádio";1062;228;"UNID.";"NUMERO (UNIDADE)";"90184912_2018";4,8875
"2018";"Vermiculita";"25301090";"Vermiculita e cloritas, não expandidas";9720666;33319450;"KGL";"QUILOGRAMA LIQUIDO";"25301090_2018";0,2915
"2018";"Vermiculita";"68069090";"Outras obras de matérias minerais para isolamento do calor, som, etc.";3950410;2810637;"KGL";"QUILOGRAMA LIQUIDO";"68069090_2018";2,6037
"2018";"Vermiculita";"68061000";"Lãs de escórias de altos-fornos, lãs de outras escórias, lã de rocha e lãs minerais semelhantes, mesmo misturadas entre si, a granel, em folhas ou em rolos";430609;272213;"KGL";"QUILOGRAMA LIQUIDO";"68061000_2018";6,6126
"2018";"Vermiculita";"68062000";"Vermiculita e argilas, expandidas, espuma de escórias e produtos minerais semelhantes, expandidos, mesmo misturados entre si";306380;566655;"KGL";"QUILOGRAMA LIQUIDO";"68062000_2018";1,0005
"2018";"Zinco";"79011111";"Zinco não ligado, que contenha, em peso, 99,99 % ou mais de zinco, eletrolítico, em lingotes";162163132;54256;"TML";"TONELADA METRICA LIQUIDA";"79011111_2018";3167,8079
"2018";"Zinco";"79011210";"Zinco não ligado, que contenha, em peso, menos de 99,99 % de zinco, em lingotes";80848220;30906;"TML";"TONELADA METRICA LIQUIDA";"79011210_2018";2810,6429
"2018";"Zinco";"26080090";"Outros minérios de zinco e seus concentrados";5694625;26155,998;"TML";"TONELADA METRICA LIQUIDA";"26080090_2018";311,85
"2018";"Zinco";"28170010";"Óxido de zinco (branco de zinco)";2389680;755,706;"TML";"TONELADA METRICA LIQUIDA";"28170010_2018";3337
"2018";"Zinco";"79070090";"Outras obras de zinco";1798206;368,044;"TML";"TONELADA METRICA LIQUIDA";"79070090_2018";13000
"2018";"Zinco";"28332970";"Sulfatos de zinco";1757872;1238,54;"TML";"TONELADA METRICA LIQUIDA";"28332970_2018";1433
"2018";"Zinco";"79040000";"Barras, perfis e fios, de zinco";901686;231,257;"TML";"TONELADA METRICA LIQUIDA";"79040000_2018";18833,3
"2018";"Zinco";"79012010";"Ligas de zinco, em lingotes";726341;212;"TML";"TONELADA METRICA LIQUIDA";"79012010_2018";4038,8309
"2018";"Zinco";"28273998";"Cloreto de zinco";159278;103,684;"TML";"TONELADA METRICA LIQUIDA";"28273998_2018";1932,8
"2018";"Zinco";"26201900";"Outras cinzas e resíduos contendo zinco";92505;12503;"TML";"TONELADA METRICA LIQUIDA";"26201900_2018";7,5
"2018";"Zircônio";"25309020";"Areia de zircônio micronizada, própria para a preparação de esmaltes cerâmicos";1717960;930,065;"TML";"TONELADA METRICA LIQUIDA";"25309020_2018";1816,9
"2018";"Zircônio";"69039092";"Outros produtos cerâmicos refratários de compostos de zircônio";60657;1,703;"TML";"TONELADA METRICA LIQUIDA";"69039092_2018";60150
"2018";"Zircônio";"81099000";"Obras de zircônio";25263;0,319;"TML";"TONELADA METRICA LIQUIDA";"81099000_2018";142500
"2018";"Zircônio";"69029020";"Tijolos e outras peças cerâmicas refratárias não fundidos, com um teor de óxido de zircônio (ZrO2) superior a 25 %, em peso";6719;0,172;"TML";"TONELADA METRICA LIQUIDA";"69029020_2018";16686,7
"2018";"Zircônio";"28369912";"Carbonato de zircônio";3888;3,6;"TML";"TONELADA METRICA LIQUIDA";"28369912_2018";1080
"2018";"Zircônio";"32071010";"Pigmento, opacificante, etc, à base de zircônio/seus sais";5;0,005;"TML";"TONELADA METRICA LIQUIDA";"32071010_2018";1000
