"CO_ANO";"SUBSTANCIA";"CO_NCM";"NO_NCM_Subitem_POR";"EX_FOB.x";"QUANTIDADE";"SG_UNID";"NO_UNID";"id_NCM_ano";"VALOR_(usd/un)"
"2018";"Enxofre";"25030090";"Outras formas de enxofre de qualquer espécie, exceto o enxofre sublimado, o precipitado e o coloidal";3085562;6670057;"KGL";"QUILOGRAMA LIQUIDO";"25030090_2018";0,5123
"2018";"Enxofre";"28309019";"Outros sulfetos";2111023;757243;"KGL";"QUILOGRAMA LIQUIDO";"28309019_2018";3,0136
"2018";"Enxofre";"28020000";"Enxofre sublimado ou precipitado; enxofre coloidal";728055;918000;"KGL";"QUILOGRAMA LIQUIDO";"28020000_2018";0,7882
"2018";"Enxofre";"28322000";"Outros sulfitos";608918;921565;"KGL";"QUILOGRAMA LIQUIDO";"28322000_2018";0,612
"2018";"Enxofre";"25020000";"Piritas de ferro não ustuladas";114773;490684;"KGL";"QUILOGRAMA LIQUIDO";"25020000_2018";0,266
"2018";"Enxofre";"28334090";"Outros peroxossulfatos (persulfatos)";83260;10469;"KGL";"QUILOGRAMA LIQUIDO";"28334090_2018";7,193
"2018";"Enxofre";"28070010";"Ácido sulfúrico";24863;664916;"KGL";"QUILOGRAMA LIQUIDO";"28070010_2018";0,037
"2018";"Enxofre";"28111910";"Ácido aminossulfônico (ácido sulfâmico)";6640;3100;"KGL";"QUILOGRAMA LIQUIDO";"28111910_2018";2,131
"2018";"Enxofre";"28333000";"Alumes";1450;1009;"KGL";"QUILOGRAMA LIQUIDO";"28333000_2018";1,6087
"2018";"Estanho";"80011000";"Estanho não ligado, em forma bruta";186031792;174986;"TML";"TONELADA METRICA LIQUIDA";"80011000_2018";20466,8
"2018";"Estanho";"26090000";"Minérios de estanho e seus concentrados";22877851;2745,028;"TML";"TONELADA METRICA LIQUIDA";"26090000_2018";11640,6
"2018";"Estanho";"80030000";"Barras, perfis e fios, de estanho";5890348;370,478;"TML";"TONELADA METRICA LIQUIDA";"80030000_2018";19808,25
"2018";"Estanho";"80012000";"Ligas de estanho, em forma bruta";2248841;127,805;"TML";"TONELADA METRICA LIQUIDA";"80012000_2018";17000
"2018";"Estanho";"80020000";"Desperdícios e resíduos, de estanho";1205835;127,857;"TML";"TONELADA METRICA LIQUIDA";"80020000_2018";10722,7
"2018";"Estanho";"80070020";"Pós e escamas, de estanho";345650;33,703;"TML";"TONELADA METRICA LIQUIDA";"80070020_2018";13080,5
"2018";"Estanho";"80070090";"Outras obras de estanho";13366;12,916;"TML";"TONELADA METRICA LIQUIDA";"80070090_2018";1900
"2018";"Estanho";"80070010";"Chapas, folhas e tiras, de estanho";1460;0,029;"TML";"TONELADA METRICA LIQUIDA";"80070010_2018";50344,8
"2018";"Estrôncio";"28164090";"Óxidos, hidróxidos, peróxidos de estrôncio, etc.";67194;112000;"KGL";"QUILOGRAMA LIQUIDO";"28164090_2018";0,5769
"2018";"Estrôncio";"28369200";"Carbonato de estrôncio";58840;44000;"KGL";"QUILOGRAMA LIQUIDO";"28369200_2018";1,3373
"2018";"Feldspato";"25291000";"Feldspato";1547499;1818608;"KGL";"QUILOGRAMA LIQUIDO";"25291000_2018";0,392
"2018";"Ferro";"26011100";"Minérios de ferro e seus concentrados, exceto as piritas de ferro ustuladas (cinzas de piritas), não aglomerados";16718804465;355069533,827;"TML";"TONELADA METRICA LIQUIDA";"26011100_2018";48,5
"2018";"Ferro";"26011210";"Minérios de ferro e seus concentrados, exceto as piritas de ferro ustuladas (cinzas de piritas), aglomerados por processo de peletização, de diâmetro superior ou igual a 8mm e inferior ou igual a 18mm";3501554310;34730088,155;"TML";"TONELADA METRICA LIQUIDA";"26011210_2018";92,9
"2018";"Ferro";"72071200";"Outros produtos semimanufaturados de ferro ou aço não ligado, de seção transversal retangular, que contenham, em peso, menos de 0,25 % de carbono";3260683747;6025433,638;"TML";"TONELADA METRICA LIQUIDA";"72071200_2018";528,85
"2018";"Ferro";"72249000";"Produtos semimanufaturados, de outras ligas de aços";1177939072;1995981,708;"TML";"TONELADA METRICA LIQUIDA";"72249000_2018";595
"2018";"Ferro";"72011000";"Ferro fundido bruto não ligado, que contenha, em peso, 0,5 % ou menos de fósforo";750473642;1800367,239;"TML";"TONELADA METRICA LIQUIDA";"72011000_2018";421,25
"2018";"Ferro";"72072000";"Produtos semimanufaturados de ferro ou aço não ligado, que contenham, em peso, 0,25 % ou mais de carbono";556612201;1079575,46;"TML";"TONELADA METRICA LIQUIDA";"72072000_2018";904,6
"2018";"Ferro";"73051100";"Tubos dos tipos utilizados em oleodutos ou gasodutos, soldados longitudinalmente por arco imerso, de seção circular, de diâmetro exterior superior a 406,4 mm, de ferro ou aço";385632256;286111,192;"TML";"TONELADA METRICA LIQUIDA";"73051100_2018";1508,2
"2018";"Ferro";"72083990";"Outros produtos laminados planos, de ferro ou aço não ligado, de largura igual ou superior a 600 mm, não folheados ou chapeados, nem revestidos, em rolos, simplesmente laminados a quente, de espessura inferior a 3 mm";290713033;509577,42;"TML";"TONELADA METRICA LIQUIDA";"72083990_2018";603,9
"2018";"Ferro";"72142000";"Barras de ferro ou aço não ligado, a quente, dentadas, com nervuras, sulcos ou relevos, obtidos durante a laminagem, ou torcidas após laminagem";284322351;501199,855;"TML";"TONELADA METRICA LIQUIDA";"72142000_2018";586,9
"2018";"Ferro";"72083910";"Produtos laminados planos, de ferro ou aço não ligado, de largura igual ou superior a 600 mm,não folheados ou chapeados, nem revestidos, em rolos, simplesmente laminados a quente,de espessura inferior a 3 mm,com um limite mínimo de elasticidade de 275 MPa";226940406;382699,25;"TML";"TONELADA METRICA LIQUIDA";"72083910_2018";598,45
"2018";"Fluorita";"28261990";"Outros fluoretos";804768;318035;"KGL";"QUILOGRAMA LIQUIDO";"28261990_2018";4,8222
"2018";"Fluorita";"28269090";"Outros fluossilicatos, fluoraluminatos, sais complexos fluor";350313;205541;"KGL";"QUILOGRAMA LIQUIDO";"28269090_2018";2,854
"2018";"Fluorita";"25292200";"Espatoflúor, que contenha, em peso, mais de 97 % de fluoreto de cálcio";48611;73000;"KGL";"QUILOGRAMA LIQUIDO";"25292200_2018";0,6635
"2018";"Fluorita";"28111940";"Fluorácidos e outros compostos de flúor";14351;2940;"KGL";"QUILOGRAMA LIQUIDO";"28111940_2018";1,2796
"2018";"Fluorita";"28269020";"Fluossilicatos de sódio ou de potássio";4406;4000;"KGL";"QUILOGRAMA LIQUIDO";"28269020_2018";1,1015
"2018";"Fluorita";"25292100";"Espatoflúor, que contenha, em peso, 97 % ou menos de fluoreto de cálcio";1564;1100;"KGL";"QUILOGRAMA LIQUIDO";"25292100_2018";3,32
"2018";"Fluorita";"28111100";"Fluoreto de hidrogênio (ácido fluorídrico)";1500;940;"KGL";"QUILOGRAMA LIQUIDO";"28111100_2018";1,5957
"2018";"Fosfato";"31052000";"Adubos (fertilizantes) minerais ou químicos, que contenham os três elementos fertilizantes: nitrogênio (azoto), fósforo e potássio";109330752;285111,003;"TML";"TONELADA METRICA LIQUIDA";"31052000_2018";405
"2018";"Fosfato";"28092011";"Ácido fosfórico com teor de ferro inferior a 750 ppm";21047387;22365,759;"TML";"TONELADA METRICA LIQUIDA";"28092011_2018";945,4
"2018";"Fosfato";"31055900";"Outros adubos/fertilizantes minerais químicos, com nitrogênio e fósforo";20767583;53329,315;"TML";"TONELADA METRICA LIQUIDA";"31055900_2018";604,9
"2018";"Fosfato";"36050000";"Fósforos, exceto os artigos de pirotecnia da posição 36.04";6997243;2164,327;"TML";"TONELADA METRICA LIQUIDA";"36050000_2018";3552,3
"2018";"Fosfato";"38089192";"Inseticida à base de cipermetrinas ou de permetrina, apresentado de outro modo";3161348;327,994;"TML";"TONELADA METRICA LIQUIDA";"38089192_2018";9479,5
"2018";"Fosfato";"31056000";"Adubos (fertilizantes) minerais ou químicos, que contenham os dois elementos fertilizantes: fósforo e potássio";3024249;3134,444;"TML";"TONELADA METRICA LIQUIDA";"31056000_2018";2265,4
"2018";"Fosfato";"31039090";"Outros adubos ou fertilizantes minerais/químicos, fosfatados";1893570;4403,883;"TML";"TONELADA METRICA LIQUIDA";"31039090_2018";424,75
"2018";"Fosfato";"31031900";"Outros superfosfatos";1583604;645,699;"TML";"TONELADA METRICA LIQUIDA";"31031900_2018";3362
"2018";"Fosfato";"31054000";"Diidrogeno-ortofosfato de amônio (fosfato monoamônico ou monoamoniacal), mesmo misturado com hidrogeno-ortofosfato de diamônio (fosfato diamônico ou diamoniacal)";409081;670,523;"TML";"TONELADA METRICA LIQUIDA";"31054000_2018";542,1
"2018";"Fosfato";"31053010";"Hidrogeno-ortofosfato de diamônio (fosfato diamônico ou diamoniacal), com teor de arsênio superior ou igual a 6 mg/kg";325343;654;"TML";"TONELADA METRICA LIQUIDA";"31053010_2018";487,15
"2018";"Gemas";"71039900";"Outras pedras preciosas (exceto diamantes) ou semipreciosas, trabalhadas de outro modo";83343652;36432430088;"QUILT";"QUILATE";"71039900_2018";0,0049
"2018";"Gemas";"71031000";"Pedras preciosas (exceto diamantes) ou semipreciosas, em bruto ou simplesmente serradas ou desbastadas";47614607;10007340;"KGL";"QUILOGRAMA LIQUIDO";"71031000_2018";9,437
"2018";"Gemas";"71039100";"Rubis, safiras e esmeraldas, trabalhadas de outro modo";17154759;43372740;"QUILT";"QUILATE";"71039100_2018";80,9418
"2018";"Gemas";"71162090";"Outras obras de pedras preciosas/semi, sintética/reconstituída";15803443;1430738;"KGL";"QUILOGRAMA LIQUIDO";"71162090_2018";24
"2018";"Gemas";"99997102";"Pedras lapidadas/trabalhadas do capítulo 71 da NCM";2123639;404;"KGL";"QUILOGRAMA LIQUIDO";"99997102_2018";551,8889
"2018";"Gemas";"99997101";"Pedras em bruto do capítulo 71 da NCM";205336;342;"KGL";"QUILOGRAMA LIQUIDO";"99997101_2018";71,75
"2018";"Gemas";"71059000";"Pó de pedras preciosas ou semipreciosas ou de pedras sintéticas";30711;1052;"KGL";"QUILOGRAMA LIQUIDO";"71059000_2018";79,8571
"2018";"Gipsita";"25202090";"Outras formas de gesso";1063185;30587665;"KGL";"QUILOGRAMA LIQUIDO";"25202090_2018";0,0724
"2018";"Gipsita";"34070090";"Outras composições para dentistas, à base de gesso";842691;152703;"KGL";"QUILOGRAMA LIQUIDO";"34070090_2018";4,5823
"2018";"Gipsita";"68091100";"Chapas, placas, painéis, ladrilhos e semelhantes, não ornamentados, revestidos ou reforçados exclusivamente com papel ou cartão, de gesso ou de composições à base de gesso";669633;3567547;"KGL";"QUILOGRAMA LIQUIDO";"68091100_2018";0,1998
"2018";"Gipsita";"34070010";"Pastas para modelar";617641;383280;"KGL";"QUILOGRAMA LIQUIDO";"34070010_2018";2,6957
"2018";"Gipsita";"96099000";"Pastéis, carvões, gizes para escrever/desenhar e de alfaiate";322419;71701;"KGL";"QUILOGRAMA LIQUIDO";"96099000_2018";8,3105
"2018";"Gipsita";"34070020";"Ceras para dentistas";258002;77399;"KGL";"QUILOGRAMA LIQUIDO";"34070020_2018";26,3636
"2018";"Gipsita";"68099000";"Outras obras de gesso ou de composições à base de gesso";44426;14034;"KGL";"QUILOGRAMA LIQUIDO";"68099000_2018";4,1944
"2018";"Gipsita";"68091900";"Outras chapas, placas, painéis, ladrilhos e semelhantes, não ornamentados, de gesso ou de composições à base de gesso";14570;14372;"KGL";"QUILOGRAMA LIQUIDO";"68091900_2018";1,1175
"2018";"Gipsita";"25201019";"Outras formas de gipsitas";9868;905;"KGL";"QUILOGRAMA LIQUIDO";"25201019_2018";7,6667
"2018";"Gipsita";"25202010";"Gesso moído, apto para uso odontológico";1024;204;"KGL";"QUILOGRAMA LIQUIDO";"25202010_2018";5,3594
"2018";"Grafita";"25041000";"Grafita natural em pó ou em escamas";31144716;21896,952;"TML";"TONELADA METRICA LIQUIDA";"25041000_2018";1218,3
"2018";"Grafita";"38011000";"Grafita artificial";9292796;9068,227;"TML";"TONELADA METRICA LIQUIDA";"38011000_2018";805,25
"2018";"Grafita";"68151090";"Outras obras de grafita/outros carbonos, para uso não elétrico";1862241;90,594;"TML";"TONELADA METRICA LIQUIDA";"68151090_2018";85428,55
"2018";"Grafita";"25049000";"Grafita natural, em outras formas";1758534;1956,395;"TML";"TONELADA METRICA LIQUIDA";"25049000_2018";999,75
"2018";"Grafita";"69031012";"Cadinhos refratrários, elaborados com uma mistura de grafita e carboneto de silício";1296145;233,37;"TML";"TONELADA METRICA LIQUIDA";"69031012_2018";7212,8
"2018";"Grafita";"96092000";"Minas para lápis/lapiseiras";984041;33,01;"TML";"TONELADA METRICA LIQUIDA";"96092000_2018";32682,05
"2018";"Grafita";"69031090";"Outros produtos cerâmicos refratários de grafita ou outro carbono > 50%";371552;45,076;"TML";"TONELADA METRICA LIQUIDA";"69031090_2018";14668,95
"2018";"Grafita";"38013090";"Pastas semelhantes às carbonadas, para revestimento interior de fornos";354262;306,655;"TML";"TONELADA METRICA LIQUIDA";"38013090_2018";2750
"2018";"Grafita";"38012090";"Outras grafitas coloidais ou semicoloidais";269049;325,993;"TML";"TONELADA METRICA LIQUIDA";"38012090_2018";3800
"2018";"Grafita";"69031011";"Cadinhos refratrários, de grafita";257104;18,109;"TML";"TONELADA METRICA LIQUIDA";"69031011_2018";19547,4
"2018";"Iodo";"28012090";"Outras formas de iodo";3210739;126000;"KGL";"QUILOGRAMA LIQUIDO";"28012090_2018";25,2096
"2018";"Iodo";"28276019";"Outros iodetos";2340471;100400;"KGL";"QUILOGRAMA LIQUIDO";"28276019_2018";23,44
"2018";"Iodo";"28299040";"Periodatos";1414;460;"KGL";"QUILOGRAMA LIQUIDO";"28299040_2018";3,0275
"2018";"Iodo";"28012010";"Iodo sublimado";14;2;"KGL";"QUILOGRAMA LIQUIDO";"28012010_2018";7
"2018";"Iodo";"28299039";"Outros iodatos";8;2;"KGL";"QUILOGRAMA LIQUIDO";"28299039_2018";4
"2018";"Irídio";"28439030";"Ácido hexacloroirídico em solução aquosa com uma concentração igual ou superior a 17 %, mas inferior ou igual a 27 %, em peso";228750;24;"KGL";"QUILOGRAMA LIQUIDO";"28439030_2018";9531,25
"2018";"Lítio";"25309010";"Espodumênio";1733154;3060,464;"TML";"TONELADA METRICA LIQUIDA";"25309010_2018";590,6
"2018";"Lítio";"85076000";"Acumuladores eletricos de ion de litio";1085875;178533;"UNID.";"NUMERO (UNIDADE)";"85076000_2018";29,6667
"2018";"Lítio";"85065010";"Pilhas e baterias de pilhas, elétricas, de lítio, com volume exterior não superior a 300 cm3";156952;102841;"UNID.";"NUMERO (UNIDADE)";"85065010_2018";7,0334
"2018";"Lítio";"85065090";"Outras pilhas e baterias de pilhas, elétricas, de lítio";133496;104098;"UNID.";"NUMERO (UNIDADE)";"85065090_2018";78
"2018";"Magnésio";"25199090";"Magnésia calcinada a fundo e outros óxidos de magnésio";134004578;263502090;"KGL";"QUILOGRAMA LIQUIDO";"25199090_2018";0,3405
"2018";"Magnésio";"38160011";"Cimento/argamassa, a base de magnesita calcinada, refratrário";6766537;11462257;"KGL";"QUILOGRAMA LIQUIDO";"38160011_2018";0,7054
"2018";"Magnésio";"25199010";"Magnésia eletrofundida";1110490;456000;"KGL";"QUILOGRAMA LIQUIDO";"25199010_2018";2,4192
"2018";"Magnésio";"81041900";"Outras formas brutas de magnésio";649000;160000;"KGL";"QUILOGRAMA LIQUIDO";"81041900_2018";4,25
"2018";"Magnésio";"28332100";"Sulfato de magnésio";552321;849948;"KGL";"QUILOGRAMA LIQUIDO";"28332100_2018";0,6641
"2018";"Magnésio";"28369911";"Carbonatos de magnésio, de densidade aparente inferior a 200 kg/m3";200407;116910;"KGL";"QUILOGRAMA LIQUIDO";"28369911_2018";1,7401
"2018";"Magnésio";"28419082";"Aluminato de magnésio";191488;148932;"KGL";"QUILOGRAMA LIQUIDO";"28419082_2018";1,239
"2018";"Magnésio";"81043000";"Aparas, resíduos de torno e grânulos, calibrados; pós, de magnésio";162781;40000;"KGL";"QUILOGRAMA LIQUIDO";"81043000_2018";4,0352
"2018";"Magnésio";"28273190";"Outros cloretos de magnésio";59093;90873;"KGL";"QUILOGRAMA LIQUIDO";"28273190_2018";9,9796
"2018";"Magnésio";"28161010";"Hidróxido de magnésio";51562;33040;"KGL";"QUILOGRAMA LIQUIDO";"28161010_2018";1,5232
"2018";"Manganês";"26020090";"Outros minérios de manganês e seus concentrados, incluindo os minérios de manganês ferruginosos e seus concentrados, de teor em manganês de 20 % ou mais, em peso, sobre o produto seco";394094855;19610921,743;"TML";"TONELADA METRICA LIQUIDA";"26020090_2018";194,25
"2018";"Manganês";"72023000";"Ferro-silício-manganês";53975620;48036,796;"TML";"TONELADA METRICA LIQUIDA";"72023000_2018";1116,1
"2018";"Manganês";"26020010";"Minérios de manganês e seus concentrados, incluindo os minérios de manganês ferruginosos e seus concentrados, de teor em manganês de 20 % ou mais, em peso, sobre o produto seco, aglomerados";12692652;74600,21;"TML";"TONELADA METRICA LIQUIDA";"26020010_2018";170
"2018";"Manganês";"38089293";"Fungicida à base de mancozeb ou de maneb";9815425;2425,318;"TML";"TONELADA METRICA LIQUIDA";"38089293_2018";4172,8
"2018";"Manganês";"72021100";"Ferro-manganês, que contenham, em peso, mais de 2 % de carbono";9170833;7962,795;"TML";"TONELADA METRICA LIQUIDA";"72021100_2018";1171,1
"2018";"Manganês";"28209010";"Óxido manganoso";8576430;11826,602;"TML";"TONELADA METRICA LIQUIDA";"28209010_2018";734,1
"2018";"Manganês";"85061020";"Outras pilhas, de dióxido de manganês";6586876;62616856;"UNID.";"NUMERO (UNIDADE)";"85061020_2018";0,1862
"2018";"Manganês";"85061010";"Pilhas alcalinas, de dióxido de manganês";2389007;17352229;"UNID.";"NUMERO (UNIDADE)";"85061010_2018";0,9167
"2018";"Manganês";"72021900";"Outras ligas de ferro-manganês";797922;433,524;"TML";"TONELADA METRICA LIQUIDA";"72021900_2018";3845,2
"2018";"Manganês";"28201000";"Dióxido de manganês";554615;589,363;"TML";"TONELADA METRICA LIQUIDA";"28201000_2018";950
"2018";"Materiais Radioativos";"28442000";"Urânio enriquecido em U235 e seus compostos; plutônio e seus compostos; ligas, dispersões (incluindo os ceramais (cermets)), produtos cerâmicos e misturas que contenham urânio enriquecido em U235, plutônio ou compostos destes produtos";3411737;3436;"KGL";"QUILOGRAMA LIQUIDO";"28442000_2018";992,9386
"2018";"Materiais Radioativos";"28444090";"Outros elementos, isotopos e compostos, radioativos, etc.";523878;13426;"KGL";"QUILOGRAMA LIQUIDO";"28444090_2018";61,4045
"2018";"Materiais Radioativos";"28444020";"Cobalto 60";148660;10;"KGL";"QUILOGRAMA LIQUIDO";"28444020_2018";14746
"2018";"Mercúrio";"28521014";"Cloreto de mercúrio ii (cloreto mercúrico), em outro modo";436;1;"KGL";"QUILOGRAMA LIQUIDO";"28521014_2018";436
"2018";"Mercúrio";"28521019";"Outros compostos inorgânicos de mercúrio";55;1;"KGL";"QUILOGRAMA LIQUIDO";"28521019_2018";55
"2018";"Mercúrio";"85063010";"Pilhas e baterias de pilhas, de óxido de mercúrio, com volume exterior não superior a 300 cm3";10;1;"UNID.";"NUMERO (UNIDADE)";"85063010_2018";10
"2018";"Metais Preciosos - Diversos";"71129900";"Outros resíduos/desperdícios, de outros metais preciosos, etc";190109003;8219355;"KGL";"QUILOGRAMA LIQUIDO";"71129900_2018";4,8405
"2018";"Metais Preciosos - Diversos";"28439090";"Outros compostos inorgânicos/orgânicos, amálgamas, de metais preciosos";73108992;14354;"KGL";"QUILOGRAMA LIQUIDO";"28439090_2018";72,8125
"2018";"Metais Preciosos - Diversos";"71159000";"Outras obras de metais preciosos, metais folheados/chapeados preciosos";38462940;78565333;"KGL";"QUILOGRAMA LIQUIDO";"71159000_2018";370,6815
"2018";"Metais Preciosos - Diversos";"38151210";"Catalisadores em suporte, tendo como substância ativa um metal precioso ou um composto de metal precioso, em colméia cerâmica ou metálica para conversão catalítica de gases de escape de veículos";31494417;170169;"KGL";"QUILOGRAMA LIQUIDO";"38151210_2018";136,6624
"2018";"Metais Preciosos - Diversos";"71131900";"Artefatos de joalharia, de outros metais preciosos, mesmo revestidos, folheados ou chapeados de metais preciosos (plaquê)";26572758;5251;"KGL";"QUILOGRAMA LIQUIDO";"71131900_2018";1204
"2018";"Metais Preciosos - Diversos";"38151900";"Outros catalizadores em suporte";8233741;1175830;"KGL";"QUILOGRAMA LIQUIDO";"38151900_2018";7,0294
"2018";"Metais Preciosos - Diversos";"28431000";"Metais preciosos no estado coloidal";6262504;14455;"KGL";"QUILOGRAMA LIQUIDO";"28431000_2018";463,1143
"2018";"Metais Preciosos - Diversos";"71132000";"Artefatos de joalharia, de metais comuns folheados ou chapeados de metais preciosos (plaquê)";3077357;87302;"KGL";"QUILOGRAMA LIQUIDO";"71132000_2018";85,25
"2018";"Metais Preciosos - Diversos";"99997104";"Outros artigos do capitulo 71 da NCM";956981;3044;"KGL";"QUILOGRAMA LIQUIDO";"99997104_2018";340
"2018";"Metais Preciosos - Diversos";"91011100";"Relógios de pulso, com caixa de metais preciosos, funcionando eletricamente, mesmo com contador de tempo incorporado, de mostrador exclusivamente mecânico";625306;238;"UNID.";"NUMERO (UNIDADE)";"91011100_2018";56
"2018";"Mica";"68141000";"Placas, folhas ou tiras, de mica aglomerada ou reconstituída, mesmo com suporte";4987897;675058;"KGL";"QUILOGRAMA LIQUIDO";"68141000_2018";10,9004
"2018";"Mica";"25251000";"Mica em bruto ou clivada em folhas ou lamelas irregulares (splittings)";2585543;3763011;"KGL";"QUILOGRAMA LIQUIDO";"25251000_2018";0,6809
"2018";"Mica";"25252000";"Mica em pó";97984;124706;"KGL";"QUILOGRAMA LIQUIDO";"25252000_2018";1
"2018";"Mica";"68149000";"Outras obras de mica ou mica trabalhada";35661;744;"KGL";"QUILOGRAMA LIQUIDO";"68149000_2018";50,8571
"2018";"Minerais Abrasivos - Diversos";"68042211";"Mós de outros abrasivos aglomerados ou de cerâmica, de diâmetro inferior a 53,34 cm, aglomerados com resina";26169843;7549699;"KGL";"QUILOGRAMA LIQUIDO";"68042211_2018";9,591
"2018";"Minerais Abrasivos - Diversos";"68052000";"Abrasivos naturais ou artificiais, em pó ou em grãos, aplicados sobre matérias têxteis, papel, cartão ou outras matérias, mesmo recortados, costurados ou reunidos de outro modo, aplicados apenas sobre papel ou cartão";14936918;3494505;"KGL";"QUILOGRAMA LIQUIDO";"68052000_2018";7,5327
"2018";"Minerais Abrasivos - Diversos";"68053090";"Outros abrasivos naturais/artificiais em pó/grãos aplicados sobre outras matérias têxteis";6625551;774146;"KGL";"QUILOGRAMA LIQUIDO";"68053090_2018";14
"2018";"Minerais Abrasivos - Diversos";"68051000";"Abrasivos naturais ou artificiais, em pó ou em grãos, aplicados sobre matérias têxteis, papel, cartão ou outras matérias, mesmo recortados, costurados ou reunidos de outro modo, aplicados apenas sobre tecidos de matérias têxteis";6012022;28477080;"KGL";"QUILOGRAMA LIQUIDO";"68051000_2018";8,25
"2018";"Minerais Abrasivos - Diversos";"68042290";"Outros mós de outros abrasivos aglomerados ou de cerâmica";3342955;205033;"KGL";"QUILOGRAMA LIQUIDO";"68042290_2018";10,3846
"2018";"Minerais Abrasivos - Diversos";"68053020";"Discos abrasivos de fibra vulcanizada, recobertos com óxido de alumínio ou carboneto de silício";2114713;333333;"KGL";"QUILOGRAMA LIQUIDO";"68053020_2018";8,321
"2018";"Minerais Abrasivos - Diversos";"68042219";"Outros mós de outros abrasivos aglomerados ou de cerâmica, de diâmetro inferior a 53,34 cm";1821331;390162;"KGL";"QUILOGRAMA LIQUIDO";"68042219_2018";8,5069
"2018";"Minerais Abrasivos - Diversos";"25132000";"Esmeril, corindo natural, granada natural e outros abrasivos naturais";1395378;47463;"KGL";"QUILOGRAMA LIQUIDO";"25132000_2018";29,8266
"2018";"Minerais Abrasivos - Diversos";"68043000";"Pedras para amolar ou para polir, manualmente";891311;228407;"KGL";"QUILOGRAMA LIQUIDO";"68043000_2018";12,7784
"2018";"Minerais Abrasivos - Diversos";"68053010";"Abrasivos naturais ou artificiais, com suporte de papel ou cartão combinados com matérias têxteis";433421;60062;"KGL";"QUILOGRAMA LIQUIDO";"68053010_2018";5,0954
"2018";"Minerais Abrasivos - Outros";"25131000";"Pedra-pomes; esmerilhado/outros abrasivos naturais tratamento térmico";4645;466;"KGL";"QUILOGRAMA LIQUIDO";"25131000_2018";8,8538
"2018";"Minerais Metálicos - Diversos";"93062100";"Cartuchos para espingardas ou carabinas de cano liso";195935715;8184170;"KGL";"QUILOGRAMA LIQUIDO";"93062100_2018";15,5662
"2018";"Minerais Metálicos - Diversos";"81129900";"Obras de gálio, hafnio, índio, nióbio, renio e tálio";140061536;3113568;"KGL";"QUILOGRAMA LIQUIDO";"81129900_2018";45,7624
"2018";"Minerais Metálicos - Diversos";"93033000";"Outras espingardas e carabinas de caça ou de tiro ao alvo";139031539;860975;"UNID.";"NUMERO (UNIDADE)";"93033000_2018";232
"2018";"Minerais Metálicos - Diversos";"83099000";"Rolhas, outras tampas e acessórios para embalagem, de metais comuns";106951916;30064432;"KGL";"QUILOGRAMA LIQUIDO";"83099000_2018";8,1648
"2018";"Minerais Metálicos - Diversos";"68138190";"Outras guarnições para freios";81417054;35328635;"KGL";"QUILOGRAMA LIQUIDO";"68138190_2018";3,519
"2018";"Minerais Metálicos - Diversos";"28259090";"Óxidos, hidróxidos e peróxidos de outros metais, etc.";75532094;10187678;"KGL";"QUILOGRAMA LIQUIDO";"28259090_2018";35,8212
"2018";"Minerais Metálicos - Diversos";"82075011";"Brocas helicoidais, com diâmetro inferior ou igual a 52 mm, de metais comuns, inclusive diamantada";52901695;1327578;"KGL";"QUILOGRAMA LIQUIDO";"82075011_2018";31,7086
"2018";"Minerais Metálicos - Diversos";"82121020";"Aparelhos de barbear, não elétricos";45696532;196153532;"UNID.";"NUMERO (UNIDADE)";"82121020_2018";0,2789
"2018";"Minerais Metálicos - Diversos";"82073000";"Ferramentas de embutir, de estampar ou de puncionar";39413336;2313097;"KGL";"QUILOGRAMA LIQUIDO";"82073000_2018";56,0893
"2018";"Minerais Metálicos - Diversos";"94019090";"Partes para assentos, de outras matérias";36986426;6413095;"KGL";"QUILOGRAMA LIQUIDO";"94019090_2018";21,6464
"2018";"Minerais Metálicos - Outros";"26209990";"Cinzas e resíduos, contendo outros metais";155023;790976;"KGL";"QUILOGRAMA LIQUIDO";"26209990_2018";0,1497
"2018";"Minerais Metálicos - Outros";"26179000";"Outros minérios e seus concentrados";94543;85937;"KGL";"QUILOGRAMA LIQUIDO";"26179000_2018";0,2925
"2018";"Minerais Metálicos - Outros";"28051990";"Outros metais alcalinos ou alcalinoterrosos";15103;10080;"KGL";"QUILOGRAMA LIQUIDO";"28051990_2018";1,4673
"2018";"Minerais Refratários - Diversos";"68159110";"Obras que contenham magnesita, dolomita ou cromita, crus, aglomerados com aglutinante químico";44151598;26050763;"KGL";"QUILOGRAMA LIQUIDO";"68159110_2018";1,8561
"2018";"Minerais Refratários - Diversos";"69021018";"Outros tijolos refratários magnesianos ou à base de óxido de cromo";36276823;28493370;"KGL";"QUILOGRAMA LIQUIDO";"69021018_2018";1,3637
"2018";"Minerais Refratários - Diversos";"69022099";"Outras peças cerâmicas refratária, que contenham, em peso, mais de 50 % de alumina (Al2O3), de sílica (SiO2) ou de uma mistura ou combinação destes produtos";11998630;5059473;"KGL";"QUILOGRAMA LIQUIDO";"69022099_2018";3,4946
"2018";"Minerais Refratários - Diversos";"69032090";"Outros produtos cerâmicos refratários, que contenham, em peso, mais de 50 % de alumina (Al2O3) ou de uma mistura ou combinação de alumina e sílica (SiO2)";7277734;1616746;"KGL";"QUILOGRAMA LIQUIDO";"69032090_2018";7,2222
