"CO_ANO";"SUBSTANCIA";"NO_PAIS";"IMP_FOB.x";"QUANTIDADE_TON";"percentual_PAIS"
"2016";"Cromo";"Paquistão";395915;130,529;0,078
"2016";"Cromo";"Peru";60;0,059;0
"2016";"Cromo";"Polônia";26842;2,074;0,005
"2016";"Cromo";"Portugal";569388;114,428;0,112
"2016";"Cromo";"Reino Unido";8679124;647,426;1,704
"2016";"Cromo";"Romênia";1940201;488,708;0,381
"2016";"Cromo";"Rússia";5710672;2937,709;1,121
"2016";"Cromo";"Sérvia";22;0;0
"2016";"Cromo";"Síria";249;0,08;0
"2016";"Cromo";"Suécia";27682084;7423,118;5,435
"2016";"Cromo";"Suíça";1115413;208,803;0,219
"2016";"Cromo";"Tailândia";2933720;1283,553;0,576
"2016";"Cromo";"Taiwan (Formosa)";2728530;770,896;0,536
"2016";"Cromo";"Tcheca, República";238371;18,751;0,047
"2016";"Cromo";"Turquia";15796404;18121,282;3,101
"2016";"Cromo";"Ucrânia";242653;35,173;0,048
"2016";"Cromo";"Uruguai";31787093;14067,294;6,241
"2016";"Cromo";"Vietnã";12464044;5268,275;2,447
"2016";"Cromo";"Virgens, Ilhas (Britânicas)";172819;72;0,034
"2017";"Cromo";"África do Sul";41131632;33959,235;6,785
"2017";"Cromo";"Albânia";87;0,003;0
"2017";"Cromo";"Alemanha";34814745;4915,629;5,743
"2017";"Cromo";"Argentina";16835924;19320,86;2,777
"2017";"Cromo";"Austrália";21342;0,598;0,004
"2017";"Cromo";"Áustria";1332913;142,508;0,22
"2017";"Cromo";"Bangladesh";45846;21,08;0,008
"2017";"Cromo";"Bélgica";3496357;1227,716;0,577
"2017";"Cromo";"Brasil";257004;85,421;0,042
"2017";"Cromo";"Bulgária";2256;0,04;0
"2017";"Cromo";"Canadá";2189519;199,232;0,361
"2017";"Cromo";"Cazaquistão";4444505;1983,001;0,733
"2017";"Cromo";"Chile";770;0,09;0
"2017";"Cromo";"China";76485148;24520,547;12,617
"2017";"Cromo";"Cingapura";104276;20,546;0,017
"2017";"Cromo";"Colômbia";6583477;6970,542;1,086
"2017";"Cromo";"Coreia do Sul";3854134;677,821;0,636
"2017";"Cromo";"Croácia";1032;0,01;0
"2017";"Cromo";"Dinamarca";618613;24,093;0,102
"2017";"Cromo";"Emirados Árabes Unidos";275992;750,12;0,046
"2017";"Cromo";"Eslováquia";58689;20,512;0,01
"2017";"Cromo";"Eslovênia";125642;28,393;0,021
"2017";"Cromo";"Espanha";19630942;7826,619;3,238
"2017";"Cromo";"Estados Unidos";79533034;19442,891;13,12
"2017";"Cromo";"Estônia";23291;0,376;0,004
"2017";"Cromo";"Filipinas";2805;0,341;0
"2017";"Cromo";"Finlândia";392935;55,04;0,065
"2017";"Cromo";"França";12948945;2645,214;2,136
"2017";"Cromo";"Grécia";303;0,005;0
"2017";"Cromo";"Hong Kong";1650106;749,904;0,272
"2017";"Cromo";"Hungria";2725;0,103;0
"2017";"Cromo";"Índia";60277024;34003,96;9,943
"2017";"Cromo";"Indonésia";5075914;2982,922;0,837
"2017";"Cromo";"Irã";9481;7,977;0,002
"2017";"Cromo";"Irlanda";79468;0,182;0,013
"2017";"Cromo";"Islândia";2876;0,034;0
"2017";"Cromo";"Israel";113253;0,573;0,019
"2017";"Cromo";"Itália";41604629;11844,212;6,863
"2017";"Cromo";"Japão";35266497;4637,687;5,818
"2017";"Cromo";"Letônia";11738;0,085;0,002
"2017";"Cromo";"Luxemburgo";157106;48,78;0,026
"2017";"Cromo";"Madagascar";411;0,007;0
"2017";"Cromo";"Malásia";7902089;3396,35;1,304
"2017";"Cromo";"México";6612810;3019,391;1,091
"2017";"Cromo";"Nigéria";1840;0;0
"2017";"Cromo";"Noruega";265276;3,149;0,044
"2017";"Cromo";"Nova Zelândia";86749;0,996;0,014
"2017";"Cromo";"Países Baixos (Holanda)";1116018;100,765;0,184
"2017";"Cromo";"Paquistão";342942;79,565;0,057
"2017";"Cromo";"Peru";3212188;196,195;0,53
"2017";"Cromo";"Polônia";59101;2,465;0,01
"2017";"Cromo";"Portugal";933618;184,827;0,154
"2017";"Cromo";"Reino Unido";9169800;776,551;1,513
"2017";"Cromo";"Romênia";3949768;2853,004;0,652
"2017";"Cromo";"Rússia";11062968;6271,882;1,825
"2017";"Cromo";"Santa Lúcia";120;0;0
"2017";"Cromo";"Sérvia";1644;0,022;0
"2017";"Cromo";"Sri Lanka";1300;0,071;0
"2017";"Cromo";"Suécia";19331391;4961,961;3,189
"2017";"Cromo";"Suíça";1096558;197,469;0,181
"2017";"Cromo";"Tailândia";7306249;3039,403;1,205
"2017";"Cromo";"Taiwan (Formosa)";3684014;1175,422;0,608
"2017";"Cromo";"Tcheca, República";577724;28,504;0,095
"2017";"Cromo";"Trinidad e Tobago";286;0;0
"2017";"Cromo";"Turquia";21279158;22327,826;3,51
"2017";"Cromo";"Uruguai";43083857;17640,504;7,107
"2017";"Cromo";"Vietnã";15131988;5818,18;2,496
"2017";"Cromo";"Virgens, Ilhas (Britânicas)";224097;120,265;0,037
"2017";"Cromo";"Zimbábue";316496;324;0,052
"2018";"Cromo";"África do Sul";65212160;50787,172;8,878
"2018";"Cromo";"Alemanha";65112987;7528,377;8,864
"2018";"Cromo";"Antígua e Barbuda";267;0;0
"2018";"Cromo";"Argentina";481039;450,028;0,065
"2018";"Cromo";"Austrália";17600;0,419;0,002
"2018";"Cromo";"Áustria";3630308;1709,143;0,494
"2018";"Cromo";"Bangladesh";154787;60,001;0,021
"2018";"Cromo";"Bélgica";7370034;2286,988;1,003
"2018";"Cromo";"Brasil";255100;63,998;0,035
"2018";"Cromo";"Bulgária";46;0;0
"2018";"Cromo";"Canadá";3862369;356,715;0,526
"2018";"Cromo";"Cazaquistão";7273464;3158,015;0,99
"2018";"Cromo";"Chile";25262;2,447;0,003
"2018";"Cromo";"China";107560303;36495,86;14,643
"2018";"Cromo";"Cingapura";595573;371,971;0,081
"2018";"Cromo";"Colômbia";6175356;5303,329;0,841
"2018";"Cromo";"Coreia do Sul";5616698;1270,096;0,765
"2018";"Cromo";"Croácia";313;0;0
"2018";"Cromo";"Dinamarca";721117;24,483;0,098
"2018";"Cromo";"Emirados Árabes Unidos";18741;0,767;0,003
"2018";"Cromo";"Equador";62;0,002;0
"2018";"Cromo";"Eslováquia";58831;22,177;0,008
"2018";"Cromo";"Eslovênia";331787;79,226;0,045
"2018";"Cromo";"Espanha";19203709;6873,476;2,614
"2018";"Cromo";"Estados Unidos";89524861;18335,383;12,188
"2018";"Cromo";"Estônia";2320;0,034;0
"2018";"Cromo";"Filipinas";5499;0,057;0,001
"2018";"Cromo";"Finlândia";1741230;738,12;0,237
"2018";"Cromo";"França";11791092;3030,514;1,605
"2018";"Cromo";"Geórgia";44368;1,41;0,006
"2018";"Cromo";"Grécia";9308;0,808;0,001
"2018";"Cromo";"Hong Kong";5881815;1329,319;0,801
"2018";"Cromo";"Hungria";5187;0,546;0,001
"2018";"Cromo";"Índia";91617917;48966,623;12,473
"2018";"Cromo";"Indonésia";10017912;4911,075;1,364
"2018";"Cromo";"Irlanda";20440;0,044;0,003
"2018";"Cromo";"Israel";124541;1,497;0,017
"2018";"Cromo";"Itália";50607206;10640,344;6,889
"2018";"Cromo";"Japão";16902835;3367,376;2,301
"2018";"Cromo";"Líbano";3107;0,731;0
"2018";"Cromo";"Liechtenstein";25;0;0
"2018";"Cromo";"Lituânia";2;0;0
"2018";"Cromo";"Luxemburgo";352492;106,278;0,048
"2018";"Cromo";"Macau";30260;3,008;0,004
"2018";"Cromo";"Madagascar";159;0,003;0
"2018";"Cromo";"Malásia";6466679;2552,57;0,88
"2018";"Cromo";"México";8405511;3437,48;1,144
"2018";"Cromo";"Noruega";695201;11,208;0,095
"2018";"Cromo";"Nova Zelândia";66011;3,707;0,009
"2018";"Cromo";"Omã";2419053;1784;0,329
"2018";"Cromo";"Países Baixos (Holanda)";2467083;371,365;0,336
"2018";"Cromo";"Panamá";26638;8,779;0,004
"2018";"Cromo";"Paquistão";510470;8,995;0,069
"2018";"Cromo";"Paraguai";86499;59,35;0,012
"2018";"Cromo";"Peru";1942089;120,652;0,264
"2018";"Cromo";"Polônia";129745;5,464;0,018
"2018";"Cromo";"Portugal";996284;161,459;0,136
"2018";"Cromo";"Reino Unido";9454651;979,009;1,287
"2018";"Cromo";"Romênia";3347443;1098,892;0,456
"2018";"Cromo";"Rússia";6491807;2527,912;0,884
"2018";"Cromo";"Sérvia";1425;0,026;0
"2018";"Cromo";"Suécia";22691458;5941,306;3,089
"2018";"Cromo";"Suíça";868769;71,39;0,118
"2018";"Cromo";"Tailândia";3562099;1332,18;0,485
"2018";"Cromo";"Taiwan (Formosa)";7550491;2625,73;1,028
"2018";"Cromo";"Tcheca, República";3417340;1215,076;0,465
"2018";"Cromo";"Turquia";24052031;22565,251;3,274
"2018";"Cromo";"Ucrânia";8116;0,893;0,001
"2018";"Cromo";"Uruguai";45432724;17906,229;6,185
"2018";"Cromo";"Venezuela";3457;1;0
"2018";"Cromo";"Vietnã";10133748;3700,612;1,38
"2018";"Cromo";"Zimbábue";969248;875,708;0,132
"2016";"Diamante";"África do Sul";273813;2,442;0,259
"2016";"Diamante";"Alemanha";978047;4,67;0,926
"2016";"Diamante";"Argentina";260;0;0
"2016";"Diamante";"Áustria";755125;13,495;0,715
"2016";"Diamante";"Bélgica";503022;0,926;0,476
"2016";"Diamante";"Botsuana";13940;0;0,013
"2016";"Diamante";"Brasil";11845;0,048;0,011
"2016";"Diamante";"Bulgária";15765;0,066;0,015
"2016";"Diamante";"Canadá";1069203;4,454;1,012
"2016";"Diamante";"China";54080939;3968,186;51,205
"2016";"Diamante";"Chipre";74015;1,442;0,07
"2016";"Diamante";"Colômbia";58405;4,819;0,055
"2016";"Diamante";"Coreia do Norte";3630;0,068;0,003
"2016";"Diamante";"Coreia do Sul";3488411;77,121;3,303
"2016";"Diamante";"Dinamarca";21766;0,056;0,021
"2016";"Diamante";"Emirados Árabes Unidos";62430;0,23;0,059
"2016";"Diamante";"Espanha";1229786;16,555;1,164
"2016";"Diamante";"Estados Unidos";1862523;10,161;1,763
"2016";"Diamante";"Filipinas";20220;0,968;0,019
"2016";"Diamante";"França";285985;2,191;0,271
"2016";"Diamante";"Guiana Francesa";125943;3,817;0,119
"2016";"Diamante";"Hong Kong";571882;66,225;0,541
"2016";"Diamante";"Hungria";1709;0,124;0,002
"2016";"Diamante";"Índia";6932883;7,01;6,564
"2016";"Diamante";"Indonésia";52409;0,006;0,05
"2016";"Diamante";"Irlanda";1690827;3,096;1,601
"2016";"Diamante";"Israel";40783;0,498;0,039
"2016";"Diamante";"Itália";20817252;253,799;19,71
"2016";"Diamante";"Japão";478148;2,844;0,453
"2016";"Diamante";"Luxemburgo";1236;0,037;0,001
"2016";"Diamante";"Malásia";500;0,001;0
"2016";"Diamante";"México";249;0,001;0
"2016";"Diamante";"Noruega";388;0,002;0
"2016";"Diamante";"Países Baixos (Holanda)";125175;0,853;0,119
"2016";"Diamante";"Panamá";72467;0,255;0,069
"2016";"Diamante";"Polônia";15020;0,89;0,014
"2016";"Diamante";"Portugal";8955174;63,521;8,479
"2016";"Diamante";"Reino Unido";231056;0,617;0,219
"2016";"Diamante";"Rússia";7781;0;0,007
"2016";"Diamante";"Suécia";105445;3,397;0,1
"2016";"Diamante";"Suíça";308610;0,134;0,292
"2016";"Diamante";"Tailândia";22709;0,746;0,022
"2016";"Diamante";"Taiwan (Formosa)";80392;8,784;0,076
"2016";"Diamante";"Tcheca, República";165915;0,702;0,157
"2016";"Diamante";"Turquia";2656;0,007;0,003
"2017";"Diamante";"África do Sul";130147;1,165;0,11
"2017";"Diamante";"Alemanha";1135869;6,708;0,964
"2017";"Diamante";"Áustria";574542;32,574;0,487
"2017";"Diamante";"Bélgica";1302166;4,238;1,105
"2017";"Diamante";"Botsuana";4856;0;0,004
"2017";"Diamante";"Brasil";11058;0,074;0,009
"2017";"Diamante";"Bulgária";65499;0,376;0,056
"2017";"Diamante";"Canadá";385909;1,918;0,327
"2017";"Diamante";"China";64203568;4189,038;54,467
"2017";"Diamante";"Chipre";19824;3,077;0,017
"2017";"Diamante";"Coreia do Norte";14220;0,911;0,012
"2017";"Diamante";"Coreia do Sul";3545789;53,94;3,008
"2017";"Diamante";"Dinamarca";6681;0,031;0,006
"2017";"Diamante";"Emirados Árabes Unidos";27430;0;0,023
"2017";"Diamante";"Espanha";1274130;19,707;1,081
"2017";"Diamante";"Estados Unidos";5537037;10,427;4,697
"2017";"Diamante";"Filipinas";19351;0,85;0,016
"2017";"Diamante";"França";381108;0,955;0,323
"2017";"Diamante";"Hong Kong";457803;31,605;0,388
"2017";"Diamante";"Hungria";554;0,027;0
"2017";"Diamante";"Índia";7830163;6,712;6,643
"2017";"Diamante";"Indonésia";26024;0,102;0,022
"2017";"Diamante";"Irlanda";2033349;3,381;1,725
"2017";"Diamante";"Israel";4615;0,683;0,004
"2017";"Diamante";"Itália";19342785;212,802;16,409
"2017";"Diamante";"Japão";656437;6,741;0,557
"2017";"Diamante";"Malásia";534;0,002;0
"2017";"Diamante";"México";1630;0,001;0,001
"2017";"Diamante";"Noruega";17203;0,847;0,015
"2017";"Diamante";"Países Baixos (Holanda)";105545;0,064;0,09
"2017";"Diamante";"Panamá";606021;1,04;0,514
"2017";"Diamante";"Polônia";159435;1,79;0,135
"2017";"Diamante";"Portugal";7079976;34,611;6,006
"2017";"Diamante";"Reino Unido";223875;0,754;0,19
"2017";"Diamante";"Rússia";7316;0;0,006
"2017";"Diamante";"Saara Ocidental";320;0,028;0
"2017";"Diamante";"Suécia";90252;2,676;0,077
"2017";"Diamante";"Suíça";244611;0,234;0,208
"2017";"Diamante";"Tailândia";1724;0,031;0,001
"2017";"Diamante";"Taiwan (Formosa)";35688;0,277;0,03
"2017";"Diamante";"Tcheca, República";291454;1,261;0,247
"2017";"Diamante";"Turquia";1164;0,007;0,001
"2017";"Diamante";"Ucrânia";18998;2,343;0,016
"2018";"Diamante";"África do Sul";153076;2,198;0,121
"2018";"Diamante";"Alemanha";1353512;4,068;1,07
"2018";"Diamante";"Áustria";571839;13,671;0,452
"2018";"Diamante";"Bélgica";3157336;4,037;2,497
"2018";"Diamante";"Bulgária";37481;0,248;0,03
"2018";"Diamante";"Canadá";403877;1,768;0,319
"2018";"Diamante";"Chile";401;0,041;0
"2018";"Diamante";"China";68185895;4672,081;53,915
"2018";"Diamante";"Cocos (Keeling), Ilhas";7956;0,083;0,006
"2018";"Diamante";"Coreia do Sul";2379515;37,194;1,882
"2018";"Diamante";"Dinamarca";10626;0,054;0,008
"2018";"Diamante";"Emirados Árabes Unidos";1942;0,003;0,002
"2018";"Diamante";"Espanha";738194;10,346;0,584
"2018";"Diamante";"Estados Unidos";2724713;7,692;2,154
"2018";"Diamante";"Filipinas";24073;1,083;0,019
"2018";"Diamante";"França";349375;2,372;0,276
"2018";"Diamante";"Hong Kong";1154025;80,037;0,912
"2018";"Diamante";"Índia";12865734;6,445;10,173
"2018";"Diamante";"Indonésia";116591;0,182;0,092
"2018";"Diamante";"Irlanda";1602627;2,377;1,267
"2018";"Diamante";"Islândia";5327;0,091;0,004
"2018";"Diamante";"Israel";62391;7,817;0,049
"2018";"Diamante";"Itália";20382768;211,783;16,117
"2018";"Diamante";"Japão";616169;5,104;0,487
"2018";"Diamante";"Malásia";1065;0,012;0,001
"2018";"Diamante";"México";243;0,002;0
"2018";"Diamante";"Países Baixos (Holanda)";262473;0,084;0,208
"2018";"Diamante";"Polônia";35875;0,069;0,028
"2018";"Diamante";"Portugal";8261909;41,852;6,533
"2018";"Diamante";"Reino Unido";356508;0,975;0,282
"2018";"Diamante";"Suécia";202651;4,97;0,16
"2018";"Diamante";"Suíça";224511;0,126;0,178
"2018";"Diamante";"Tailândia";28576;1,292;0,023
"2018";"Diamante";"Taiwan (Formosa)";119939;0,843;0,095
"2018";"Diamante";"Tcheca, República";61654;0,044;0,049
"2018";"Diamante";"Turquia";98;0;0
"2018";"Diamante";"Ucrânia";7698;0,779;0,006
"2016";"Diatomita";"Alemanha";37056;21,005;0,166
"2016";"Diatomita";"Argentina";2056997;5613,429;9,188
"2016";"Diatomita";"Áustria";233606;700,92;1,043
"2016";"Diatomita";"Chile";3000166;5553,719;13,401
"2016";"Diatomita";"China";248181;323,544;1,109
"2016";"Diatomita";"Dinamarca";2535;3,978;0,011
"2016";"Diatomita";"Espanha";78550;148,64;0,351
"2016";"Diatomita";"Estados Unidos";3358000;6199,616;14,999
"2016";"Diatomita";"França";181703;246,761;0,812
"2016";"Diatomita";"Índia";791396;2382;3,535
"2016";"Diatomita";"Indonésia";87659;200;0,392
"2016";"Diatomita";"Itália";168670;66,215;0,753
"2016";"Diatomita";"Malásia";5233;0,4;0,023
"2016";"Diatomita";"México";12091868;20028,428;54,011
"2016";"Diatomita";"Peru";593;0,5;0,003
"2016";"Diatomita";"Suíça";61;0,005;0
"2016";"Diatomita";"Turquia";14415;30,03;0,064
"2016";"Diatomita";"Uruguai";30945;9,975;0,138
"2017";"Diatomita";"Alemanha";71912;49,225;0,323
"2017";"Diatomita";"Argentina";1717146;5207,194;7,703
"2017";"Diatomita";"Áustria";246686;778,8;1,107
"2017";"Diatomita";"Brasil";1078;1;0,005
"2017";"Diatomita";"Chile";2628296;5270,551;11,79
"2017";"Diatomita";"China";200283;280,237;0,898
"2017";"Diatomita";"Dinamarca";1282;2,244;0,006
"2017";"Diatomita";"Espanha";202534;371,06;0,909
"2017";"Diatomita";"Estados Unidos";3858340;6797,034;17,308
"2017";"Diatomita";"França";188791;252,55;0,847
"2017";"Diatomita";"Índia";444271;1338;1,993
"2017";"Diatomita";"Itália";64953;24,31;0,291
"2017";"Diatomita";"Japão";37431;15,42;0,168
"2017";"Diatomita";"Malásia";5729;0,44;0,026
"2017";"Diatomita";"México";12570773;20920,768;56,391
"2017";"Diatomita";"Suíça";4491;0,13;0,02
"2017";"Diatomita";"Turquia";48256;98,065;0,216
"2018";"Diatomita";"Alemanha";76415;47,067;0,328
"2018";"Diatomita";"Argentina";1891323;6056,465;8,111
"2018";"Diatomita";"Áustria";338318;1012,44;1,451
"2018";"Diatomita";"Chile";2188588;4389,389;9,386
"2018";"Diatomita";"China";205837;326,284;0,883
"2018";"Diatomita";"Espanha";205288;654,636;0,88
"2018";"Diatomita";"Estados Unidos";5157428;9374,31;22,119
"2018";"Diatomita";"França";25710;27,25;0,11
"2018";"Diatomita";"Índia";692645;2080;2,971
"2018";"Diatomita";"Itália";40828;20,475;0,175
"2018";"Diatomita";"Japão";155712;64;0,668
"2018";"Diatomita";"Malásia";19209;1,444;0,082
"2018";"Diatomita";"México";12281449;19720,843;52,672
"2018";"Diatomita";"Peru";100;0,02;0
"2018";"Diatomita";"Quênia";3270;5,1;0,014
"2018";"Diatomita";"Sérvia";821;2;0,004
"2018";"Diatomita";"Taiwan (Formosa)";18;0,012;0
"2018";"Diatomita";"Turquia";33950;68,529;0,146
"2016";"Dolomita";"Alemanha";73154;27,298;4,938
"2016";"Dolomita";"Canadá";845041;80480;57,042
"2016";"Dolomita";"Espanha";301933;20470;20,381
"2016";"Dolomita";"Estados Unidos";3407;4,07;0,23
"2016";"Dolomita";"Itália";183171;1448,48;12,364
"2016";"Dolomita";"Namíbia";400;0,4;0,027
"2016";"Dolomita";"Noruega";73496;335,6;4,961
"2016";"Dolomita";"Reino Unido";628;0;0,042
"2016";"Dolomita";"Suécia";201;0,045;0,014
"2017";"Dolomita";"Alemanha";123;0,05;0,003
"2017";"Dolomita";"Canadá";1321385;146820,5;35,038
"2017";"Dolomita";"China";799;0,331;0,021
"2017";"Dolomita";"Espanha";2283446;149468;60,549
"2017";"Dolomita";"Estados Unidos";74939;314,136;1,987
"2017";"Dolomita";"Noruega";83299;529,6;2,209
"2017";"Dolomita";"Suíça";7252;0,048;0,192
"2018";"Dolomita";"Canadá";467856;51922,231;7,534
"2018";"Dolomita";"China";8339;4,73;0,134
"2018";"Dolomita";"Espanha";4868080;336507,883;78,397
"2018";"Dolomita";"Estados Unidos";281434;611,801;4,532
"2018";"Dolomita";"Itália";466639;3759,96;7,515
"2018";"Dolomita";"Noruega";117203;684,05;1,887
"2016";"Enxofre";"África do Sul";7116;25;0,003
"2016";"Enxofre";"Alemanha";3999831;32596,885;1,918
"2016";"Enxofre";"Antilhas Holandesas";696476;6300,74;0,334
"2016";"Enxofre";"Arábia Saudita";62940;312;0,03
"2016";"Enxofre";"Argentina";5749108;8216,29;2,757
"2016";"Enxofre";"Áustria";772239;356,495;0,37
"2016";"Enxofre";"Bélgica";1159314;48821,458;0,556
"2016";"Enxofre";"Bósnia-Herzegovina";118417;6,45;0,057
"2016";"Enxofre";"Brasil";6595;0,725;0,003
"2016";"Enxofre";"Canadá";4298560;39592,508;2,062
"2016";"Enxofre";"Cazaquistão";29435058;318224,895;14,117
"2016";"Enxofre";"Chile";1447140;54496,045;0,694
"2016";"Enxofre";"China";4288740;6296,58;2,057
"2016";"Enxofre";"Coreia do Sul";3649864;19016;1,75
"2016";"Enxofre";"Coveite (Kuweit)";6269352;61498;3,007
"2016";"Enxofre";"Emirados Árabes Unidos";20017556;227191,433;9,6
"2016";"Enxofre";"Espanha";5576318;189153,391;2,674
"2016";"Enxofre";"Estados Unidos";77709133;794315,816;37,269
"2016";"Enxofre";"Estônia";75690;644;0,036
"2016";"Enxofre";"França";66967;14,122;0,032
"2016";"Enxofre";"Índia";2356037;3154,191;1,13
"2016";"Enxofre";"Indonésia";546613;5000;0,262
"2016";"Enxofre";"Israel";294258;424;0,141
"2016";"Enxofre";"Itália";502369;594,884;0,241
"2016";"Enxofre";"Japão";16544;4,714;0,008
"2016";"Enxofre";"Macedônia";123;0,001;0
"2016";"Enxofre";"México";1567498;160586,51;0,752
"2016";"Enxofre";"Omã";1979968;10795;0,95
"2016";"Enxofre";"Países Baixos (Holanda)";39253;1,017;0,019
"2016";"Enxofre";"Peru";1167576;18167,226;0,56
"2016";"Enxofre";"Polônia";183377;11000;0,088
"2016";"Enxofre";"Reino Unido";77687;110,671;0,037
"2016";"Enxofre";"Rússia";33434766;358554,548;16,035
"2016";"Enxofre";"Suécia";123623;27,34;0,059
"2016";"Enxofre";"Suíça";306339;496,875;0,147
"2016";"Enxofre";"Taiwan (Formosa)";349280;578,495;0,168
"2016";"Enxofre";"Trinidad e Tobago";145392;3000,993;0,07
"2016";"Enxofre";"Turquia";12386;49,95;0,006
"2017";"Enxofre";"Alemanha";7593547;121124,551;3,299
"2017";"Enxofre";"Argentina";5768336;8547,65;2,506
"2017";"Enxofre";"Áustria";827240;102,52;0,359
"2017";"Enxofre";"Bélgica";3176254;100955,928;1,38
"2017";"Enxofre";"Bósnia-Herzegovina";65326;3;0,028
"2017";"Enxofre";"Canadá";3900444;40700,817;1,694
"2017";"Enxofre";"Cazaquistão";32393079;360002,948;14,072
"2017";"Enxofre";"Chile";262993;12560,581;0,114
"2017";"Enxofre";"China";3948014;6209,287;1,715
"2017";"Enxofre";"Coreia do Sul";4831059;43015,489;2,099
"2017";"Enxofre";"Coveite (Kuweit)";4927644;59995;2,141
"2017";"Enxofre";"Emirados Árabes Unidos";23716820;268362,963;10,303
"2017";"Enxofre";"Eslováquia";42435;20,5;0,018
"2017";"Enxofre";"Espanha";7670463;211892,735;3,332
"2017";"Enxofre";"Estados Unidos";70206008;750398,909;30,498
"2017";"Enxofre";"Estônia";12753;112;0,006
"2017";"Enxofre";"França";31721;2,306;0,014
"2017";"Enxofre";"Hong Kong";7737;25;0,003
"2017";"Enxofre";"Hungria";3323;1,37;0,001
"2017";"Enxofre";"Índia";2096838;1234,213;0,911
"2017";"Enxofre";"Indonésia";8384;3,256;0,004
"2017";"Enxofre";"Israel";33872;53;0,015
"2017";"Enxofre";"Itália";2917741;35248,982;1,268
"2017";"Enxofre";"Japão";38544;33,108;0,017
"2017";"Enxofre";"Lituânia";45;0;0
"2017";"Enxofre";"Malásia";122;0,025;0
"2017";"Enxofre";"México";3376040;105843,013;1,467
"2017";"Enxofre";"Omã";1867360;10025;0,811
"2017";"Enxofre";"Países Baixos (Holanda)";30395;3,428;0,013
"2017";"Enxofre";"Peru";1927292;4965,034;0,837
"2017";"Enxofre";"Polônia";6824020;82783;2,964
"2017";"Enxofre";"Reino Unido";33657;39,844;0,015
"2017";"Enxofre";"Rússia";40170963;392210,669;17,451
"2017";"Enxofre";"Suécia";917261;57336,711;0,398
"2017";"Enxofre";"Suíça";2214;0,019;0,001
"2017";"Enxofre";"Tailândia";10032;2,741;0,004
"2017";"Enxofre";"Taiwan (Formosa)";532231;935,98;0,231
"2017";"Enxofre";"Turquia";23047;76,945;0,01
"2018";"Enxofre";"África do Sul";50;0,01;0
"2018";"Enxofre";"Alemanha";7531238;68246,874;1,859
"2018";"Enxofre";"Arábia Saudita";5167316;35755,386;1,276
"2018";"Enxofre";"Argentina";6103944;8804,05;1,507
"2018";"Enxofre";"Austrália";813607;18825,994;0,201
"2018";"Enxofre";"Áustria";362344;407,011;0,089
"2018";"Enxofre";"Bélgica";7839329;123103,269;1,935
"2018";"Enxofre";"Bósnia-Herzegovina";108462;6,95;0,027
"2018";"Enxofre";"Canadá";13537286;78120,613;3,342
"2018";"Enxofre";"Catar";5755208;31500;1,421
"2018";"Enxofre";"Cazaquistão";51476049;371567,185;12,707
"2018";"Enxofre";"Chile";25;0,001;0
"2018";"Enxofre";"China";5975012;26721,531;1,475
"2018";"Enxofre";"Coreia do Sul";4648831;22738;1,148
"2018";"Enxofre";"Coveite (Kuweit)";6395932;54997;1,579
"2018";"Enxofre";"Emirados Árabes Unidos";41887102;295793,051;10,34
"2018";"Enxofre";"Espanha";9312072;151388,931;2,299
"2018";"Enxofre";"Estados Unidos";114418682;767390,203;28,244
