"CO_ANO";"SUBSTANCIA";"NO_PAIS";"IMP_FOB.x";"QUANTIDADE_TON";"percentual_PAIS"
"2016";"Chumbo";"Irlanda";8962;0,125;0,004
"2016";"Chumbo";"Israel";18707054;9660,05;7,804
"2016";"Chumbo";"Itália";1047041;207,523;0,437
"2016";"Chumbo";"Japão";1549389;96,641;0,646
"2016";"Chumbo";"Líbano";880366;464,56;0,367
"2016";"Chumbo";"Malásia";19183;10,214;0,008
"2016";"Chumbo";"México";28031663;13048,149;11,693
"2016";"Chumbo";"Noruega";12496;0,93;0,005
"2016";"Chumbo";"Países Baixos (Holanda)";55343;4,166;0,023
"2016";"Chumbo";"Paraguai";459959;312,03;0,192
"2016";"Chumbo";"Peru";5036750;2475,243;2,101
"2016";"Chumbo";"Polônia";13954;3,312;0,006
"2016";"Chumbo";"Portugal";159106;34,956;0,066
"2016";"Chumbo";"Reino Unido";3321183;174,97;1,385
"2016";"Chumbo";"Romênia";1581;0,035;0,001
"2016";"Chumbo";"Rússia";5228429;2433,765;2,181
"2016";"Chumbo";"Santa Lúcia";1639;0,033;0,001
"2016";"Chumbo";"Suécia";1149357;326,94;0,479
"2016";"Chumbo";"Suíça";106393;19,229;0,044
"2016";"Chumbo";"Tailândia";330305;12,852;0,138
"2016";"Chumbo";"Taiwan (Formosa)";4534442;1305,94;1,892
"2016";"Chumbo";"Tcheca, República";2271;0,465;0,001
"2016";"Chumbo";"Turquia";457;0,085;0
"2016";"Chumbo";"Vietnã";14210148;4612,624;5,928
"2017";"Chumbo";"África do Sul";175626;71,469;0,059
"2017";"Chumbo";"Alemanha";7242943;2084,725;2,414
"2017";"Chumbo";"Arábia Saudita";674343;294,96;0,225
"2017";"Chumbo";"Argentina";46371811;20025,217;15,455
"2017";"Chumbo";"Áustria";1575668;490,144;0,525
"2017";"Chumbo";"Bélgica";2730;0,285;0,001
"2017";"Chumbo";"Brasil";350917;88,063;0,117
"2017";"Chumbo";"Canadá";905595;380,808;0,302
"2017";"Chumbo";"Cayman, Ilhas";1753499;665,088;0,584
"2017";"Chumbo";"Cazaquistão";7394143;2976,92;2,464
"2017";"Chumbo";"Chile";7669488;3624,05;2,556
"2017";"Chumbo";"China";48351873;15161,171;16,114
"2017";"Chumbo";"Cingapura";1505183;583,303;0,502
"2017";"Chumbo";"Colômbia";106;0,044;0
"2017";"Chumbo";"Coreia do Sul";6332066;1967,739;2,11
"2017";"Chumbo";"Dinamarca";30096;1,815;0,01
"2017";"Chumbo";"Equador";20277017;8099,983;6,758
"2017";"Chumbo";"Eslováquia";28484;1,037;0,009
"2017";"Chumbo";"Eslovênia";448336;142,931;0,149
"2017";"Chumbo";"Espanha";5621297;2130,956;1,873
"2017";"Chumbo";"Estados Unidos";19660710;4507,536;6,552
"2017";"Chumbo";"Filipinas";1549588;348,516;0,516
"2017";"Chumbo";"Finlândia";154;0,001;0
"2017";"Chumbo";"França";9269758;3320,922;3,089
"2017";"Chumbo";"Grécia";74467;24,646;0,025
"2017";"Chumbo";"Guatemala";5080340;2200;1,693
"2017";"Chumbo";"Hong Kong";1453250;477,351;0,484
"2017";"Chumbo";"Hungria";3357;0,57;0,001
"2017";"Chumbo";"Índia";318652;107,624;0,106
"2017";"Chumbo";"Indonésia";953985;161,51;0,318
"2017";"Chumbo";"Irlanda";325;0,027;0
"2017";"Chumbo";"Israel";21726734;8819,12;7,241
"2017";"Chumbo";"Itália";924299;174,242;0,308
"2017";"Chumbo";"Japão";2729607;160,358;0,91
"2017";"Chumbo";"Macedônia";1540;0,025;0,001
"2017";"Chumbo";"Malásia";19328;10,216;0,006
"2017";"Chumbo";"México";43196388;16406,117;14,396
"2017";"Chumbo";"Noruega";5686;0,171;0,002
"2017";"Chumbo";"Países Baixos (Holanda)";11866;2,203;0,004
"2017";"Chumbo";"Paraguai";797702;690,32;0,266
"2017";"Chumbo";"Peru";7685245;3094,263;2,561
"2017";"Chumbo";"Polônia";313103;115,768;0,104
"2017";"Chumbo";"Portugal";13655;0,729;0,005
"2017";"Chumbo";"Reino Unido";1719173;93,086;0,573
"2017";"Chumbo";"Romênia";43;0,006;0
"2017";"Chumbo";"Rússia";3711148;1480,369;1,237
"2017";"Chumbo";"Santa Lúcia";2393;0,139;0,001
"2017";"Chumbo";"Suécia";674981;167,062;0,225
"2017";"Chumbo";"Suíça";26754;0,355;0,009
"2017";"Chumbo";"Tailândia";753537;36,391;0,251
"2017";"Chumbo";"Taiwan (Formosa)";7512688;2080,8;2,504
"2017";"Chumbo";"Tcheca, República";7300;0,563;0,002
"2017";"Chumbo";"Turquia";4515;0,531;0,002
"2017";"Chumbo";"Uruguai";55303;24,579;0,018
"2017";"Chumbo";"Vietnã";13083443;3968,039;4,36
"2018";"Chumbo";"África do Sul";294315;134,062;0,095
"2018";"Chumbo";"Alemanha";9106310;2439,848;2,949
"2018";"Chumbo";"Argentina";46683727;19141,781;15,117
"2018";"Chumbo";"Áustria";1049269;310,566;0,34
"2018";"Chumbo";"Bélgica";2542;0,028;0,001
"2018";"Chumbo";"Bolívia";36880;23,601;0,012
"2018";"Chumbo";"Brasil";527010;140,486;0,171
"2018";"Chumbo";"Bulgária";783;0,125;0
"2018";"Chumbo";"Canadá";480455;184,774;0,156
"2018";"Chumbo";"Cayman, Ilhas";10246916;4154,699;3,318
"2018";"Chumbo";"Cazaquistão";1175729;425,143;0,381
"2018";"Chumbo";"Chile";9158348;3982,294;2,966
"2018";"Chumbo";"China";57010103;16312,547;18,46
"2018";"Chumbo";"Cingapura";1131206;398,811;0,366
"2018";"Chumbo";"Colômbia";1651201;667,705;0,535
"2018";"Chumbo";"Coreia do Sul";6460931;1929,524;2,092
"2018";"Chumbo";"Dinamarca";38677;2,373;0,013
"2018";"Chumbo";"Equador";30825074;12524,776;9,981
"2018";"Chumbo";"Eslováquia";108208;7,013;0,035
"2018";"Chumbo";"Espanha";1992593;585,577;0,645
"2018";"Chumbo";"Estados Unidos";16887948;3385,594;5,469
"2018";"Chumbo";"Filipinas";1166878;271,016;0,378
"2018";"Chumbo";"Finlândia";21325;2,738;0,007
"2018";"Chumbo";"França";9473513;3069,017;3,068
"2018";"Chumbo";"Guatemala";4282086;1800;1,387
"2018";"Chumbo";"Hong Kong";1544686;545,943;0,5
"2018";"Chumbo";"Hungria";20183;0,596;0,007
"2018";"Chumbo";"Índia";396251;140,149;0,128
"2018";"Chumbo";"Indonésia";702380;105,751;0,227
"2018";"Chumbo";"Israel";26671386;10726,749;8,636
"2018";"Chumbo";"Itália";971654;163,315;0,315
"2018";"Chumbo";"Japão";2212178;157,965;0,716
"2018";"Chumbo";"Lituânia";1350;0,026;0
"2018";"Chumbo";"Malásia";42300;20,428;0,014
"2018";"Chumbo";"México";22665981;8018,373;7,339
"2018";"Chumbo";"Noruega";7019;0,673;0,002
"2018";"Chumbo";"Nova Zelândia";2785;0,009;0,001
"2018";"Chumbo";"Países Baixos (Holanda)";19576;0,619;0,006
"2018";"Chumbo";"Paraguai";3782736;2055,62;1,225
"2018";"Chumbo";"Peru";6131641;2365,364;1,985
"2018";"Chumbo";"Polônia";159280;43,919;0,052
"2018";"Chumbo";"Portugal";188774;39,201;0,061
"2018";"Chumbo";"Reino Unido";2167424;186,459;0,702
"2018";"Chumbo";"Rússia";6412272;2619,275;2,076
"2018";"Chumbo";"San Marino";904;0,038;0
"2018";"Chumbo";"Suécia";908827;193,462;0,294
"2018";"Chumbo";"Suíça";22617;0,872;0,007
"2018";"Chumbo";"Tailândia";1267240;49,809;0,41
"2018";"Chumbo";"Taiwan (Formosa)";5721866;1474,113;1,853
"2018";"Chumbo";"Tcheca, República";10072;0,461;0,003
"2018";"Chumbo";"Turquia";80;0,009;0
"2018";"Chumbo";"Vietnã";16978642;4980,054;5,498
"2016";"Cobalto";"África do Sul";299698;12,397;1,882
"2016";"Cobalto";"Alemanha";1797707;45,341;11,287
"2016";"Cobalto";"Argentina";3625;0,08;0,023
"2016";"Cobalto";"Austrália";640580;23,45;4,022
"2016";"Cobalto";"Áustria";15498;0,342;0,097
"2016";"Cobalto";"Bélgica";1343553;67,666;8,436
"2016";"Cobalto";"Canadá";3750342;482,545;23,547
"2016";"Cobalto";"China";1136993;81,132;7,139
"2016";"Cobalto";"Congo, República Democrática";703989;97,024;4,42
"2016";"Cobalto";"Coreia do Sul";2651;0,018;0,017
"2016";"Cobalto";"Espanha";244671;13,6;1,536
"2016";"Cobalto";"Estados Unidos";2043002;322,026;12,827
"2016";"Cobalto";"Finlândia";554700;31,895;3,483
"2016";"Cobalto";"França";42514;0,735;0,267
"2016";"Cobalto";"Hong Kong";139101;8;0,873
"2016";"Cobalto";"Índia";1735;0,078;0,011
"2016";"Cobalto";"Irlanda";123861;0,195;0,778
"2016";"Cobalto";"Islândia";36;0;0
"2016";"Cobalto";"Itália";443450;15,478;2,784
"2016";"Cobalto";"Japão";384025;10,83;2,411
"2016";"Cobalto";"Marrocos";1205786;51;7,571
"2016";"Cobalto";"Países Baixos (Holanda)";164826;87,316;1,035
"2016";"Cobalto";"Reino Unido";7531;0,019;0,047
"2016";"Cobalto";"República Dominicana";409298;128,152;2,57
"2016";"Cobalto";"Suécia";182460;4,955;1,146
"2016";"Cobalto";"Suíça";136437;5,06;0,857
"2016";"Cobalto";"Zâmbia";149134;5;0,936
"2017";"Cobalto";"África do Sul";662455;27,618;1,563
"2017";"Cobalto";"Alemanha";1427579;25,787;3,368
"2017";"Cobalto";"Argentina";11079;0,2;0,026
"2017";"Cobalto";"Austrália";1514639;31;3,574
"2017";"Cobalto";"Áustria";10927;0,443;0,026
"2017";"Cobalto";"Bélgica";3675208;102,435;8,671
"2017";"Cobalto";"Brasil";51787;1;0,122
"2017";"Cobalto";"Canadá";16914528;999,094;39,908
"2017";"Cobalto";"China";2557159;71,081;6,033
"2017";"Cobalto";"Cingapura";674605;195,955;1,592
"2017";"Cobalto";"Congo, República Democrática";3025335;200,982;7,138
"2017";"Cobalto";"Espanha";201608;9,05;0,476
"2017";"Cobalto";"Estados Unidos";2630322;137,61;6,206
"2017";"Cobalto";"Finlândia";833661;24,492;1,967
"2017";"Cobalto";"França";109997;1,571;0,26
"2017";"Cobalto";"Hong Kong";106806;5,23;0,252
"2017";"Cobalto";"Índia";134845;19,334;0,318
"2017";"Cobalto";"Irlanda";95848;0,12;0,226
"2017";"Cobalto";"Itália";338853;3,904;0,799
"2017";"Cobalto";"Japão";275149;5,835;0,649
"2017";"Cobalto";"Madagascar";730282;13;1,723
"2017";"Cobalto";"Marrocos";4165159;75;9,827
"2017";"Cobalto";"México";430734;10;1,016
"2017";"Cobalto";"Nova Caledônia";638763;36,878;1,507
"2017";"Cobalto";"Países Baixos (Holanda)";427666;85,006;1,009
"2017";"Cobalto";"Portugal";1323;0,025;0,003
"2017";"Cobalto";"Reino Unido";41894;2,049;0,099
"2017";"Cobalto";"Suécia";309796;5,605;0,731
"2017";"Cobalto";"Suíça";8595;0,026;0,02
"2017";"Cobalto";"Zâmbia";377624;6;0,891
"2018";"Cobalto";"África do Sul";1825174;26,262;2,529
"2018";"Cobalto";"Alemanha";1983723;24,008;2,749
"2018";"Cobalto";"Austrália";162627;3;0,225
"2018";"Cobalto";"Áustria";28508;0,734;0,04
"2018";"Cobalto";"Bélgica";4838412;79,36;6,705
"2018";"Cobalto";"Canadá";26615072;785,584;36,883
"2018";"Cobalto";"China";10381432;185,991;14,387
"2018";"Cobalto";"Congo, República Democrática";9305755;558,218;12,896
"2018";"Cobalto";"Espanha";4519;0,078;0,006
"2018";"Cobalto";"Estados Unidos";7026831;611,409;9,738
"2018";"Cobalto";"Finlândia";633592;14,1;0,878
"2018";"Cobalto";"França";120479;1,35;0,167
"2018";"Cobalto";"Hong Kong";731828;10,605;1,014
"2018";"Cobalto";"Índia";12553;0,152;0,017
"2018";"Cobalto";"Israel";8790;0,001;0,012
"2018";"Cobalto";"Itália";481118;4,231;0,667
"2018";"Cobalto";"Japão";1655179;30,412;2,294
"2018";"Cobalto";"Marrocos";4658810;60;6,456
"2018";"Cobalto";"Nova Caledônia";83721;5,46;0,116
"2018";"Cobalto";"Países Baixos (Holanda)";385995;40,417;0,535
"2018";"Cobalto";"Reino Unido";12761;0,083;0,018
"2018";"Cobalto";"Rússia";193219;2;0,268
"2018";"Cobalto";"Sri Lanka";112;0;0
"2018";"Cobalto";"Suécia";373491;5,425;0,518
"2018";"Cobalto";"Suíça";5119;0,02;0,007
"2018";"Cobalto";"Taiwan (Formosa)";2200;0;0,003
"2018";"Cobalto";"Zâmbia";629554;8;0,872
"2016";"Cobre";"África do Sul";970556;221,324;0,052
"2016";"Cobre";"Alemanha";21133080;1521,001;1,143
"2016";"Cobre";"Argentina";1730489;363,96;0,094
"2016";"Cobre";"Austrália";1304260;243,278;0,071
"2016";"Cobre";"Áustria";212593;8,385;0,011
"2016";"Cobre";"Bélgica";287047;27,031;0,016
"2016";"Cobre";"Brasil";313745;72,29;0,017
"2016";"Cobre";"Bulgária";57;0;0
"2016";"Cobre";"Canadá";6681523;642,689;0,361
"2016";"Cobre";"Cazaquistão";65166;3,118;0,004
"2016";"Cobre";"Chile";1185099116;479696,838;64,086
"2016";"Cobre";"China";27051599;3893,626;1,463
"2016";"Cobre";"Cingapura";359270;8,186;0,019
"2016";"Cobre";"Colômbia";6315839;1465,985;0,342
"2016";"Cobre";"Congo, República Democrática";5180140;1143,256;0,28
"2016";"Cobre";"Coreia do Norte";30242;2,633;0,002
"2016";"Cobre";"Coreia do Sul";8401796;1036,871;0,454
"2016";"Cobre";"Costa Rica";25396;0,738;0,001
"2016";"Cobre";"Croácia";1445;0,009;0
"2016";"Cobre";"Dinamarca";572455;48,946;0,031
"2016";"Cobre";"Egito";214;0,016;0
"2016";"Cobre";"Emirados Árabes Unidos";1715;0,198;0
"2016";"Cobre";"Eslováquia";24850;2,079;0,001
"2016";"Cobre";"Eslovênia";15643;0,935;0,001
"2016";"Cobre";"Espanha";1897314;224,095;0,103
"2016";"Cobre";"Estados Unidos";21938936;2386,296;1,186
"2016";"Cobre";"Estônia";17;0,001;0
"2016";"Cobre";"Filipinas";563;0,001;0
"2016";"Cobre";"Finlândia";2024842;220,589;0,109
"2016";"Cobre";"França";5840782;262,747;0,316
"2016";"Cobre";"Grécia";324712;51,801;0,018
"2016";"Cobre";"Hong Kong";2251596;364,735;0,122
"2016";"Cobre";"Hungria";94665;9,392;0,005
"2016";"Cobre";"Índia";3348909;387,291;0,181
"2016";"Cobre";"Indonésia";887697;138,688;0,048
"2016";"Cobre";"Irlanda";11304;0,028;0,001
"2016";"Cobre";"Israel";229684;5,384;0,012
"2016";"Cobre";"Itália";7599145;622,453;0,411
"2016";"Cobre";"Japão";3914874;278,824;0,212
"2016";"Cobre";"Lituânia";3;0;0
"2016";"Cobre";"Luxemburgo";172602;11,651;0,009
"2016";"Cobre";"Macau";68468;25,98;0,004
"2016";"Cobre";"Macedônia";260;0,003;0
"2016";"Cobre";"Malásia";1239919;150,538;0,067
"2016";"Cobre";"Marrocos";532969;128,09;0,029
"2016";"Cobre";"México";5753029;1003,743;0,311
"2016";"Cobre";"Noruega";5885698;662,376;0,318
"2016";"Cobre";"Nova Zelândia";17109;0,236;0,001
"2016";"Cobre";"Países Baixos (Holanda)";4737043;919,023;0,256
"2016";"Cobre";"Panamá";4226;0,072;0
"2016";"Cobre";"Paquistão";1992;0,157;0
"2016";"Cobre";"Paraguai";321522;76,538;0,017
"2016";"Cobre";"Peru";496637578;275404,673;26,856
"2016";"Cobre";"Polônia";95269;3,451;0,005
"2016";"Cobre";"Portugal";143234;15,343;0,008
"2016";"Cobre";"Quênia";33;0,001;0
"2016";"Cobre";"Reino Unido";2324734;98,812;0,126
"2016";"Cobre";"Rússia";547;0,009;0
"2016";"Cobre";"Santa Lúcia";65;0,001;0
"2016";"Cobre";"Sérvia";160;0,013;0
"2016";"Cobre";"Síria";1136;0,162;0
"2016";"Cobre";"Suécia";1870972;90,344;0,101
"2016";"Cobre";"Suíça";296976;5,091;0,016
"2016";"Cobre";"Tailândia";38843;1,443;0,002
"2016";"Cobre";"Taiwan (Formosa)";821318;28,577;0,044
"2016";"Cobre";"Tcheca, República";81340;3,741;0,004
"2016";"Cobre";"Tunísia";257;0;0
"2016";"Cobre";"Turquia";171587;14,919;0,009
"2016";"Cobre";"Uruguai";966384;233,91;0,052
"2016";"Cobre";"Venezuela";471076;110,466;0,025
"2016";"Cobre";"Vietnã";10447053;1581,434;0,565
"2017";"Cobre";"África do Sul";3712;0,853;0
"2017";"Cobre";"Alemanha";27181538;1924,33;1,175
"2017";"Cobre";"Antilhas Holandesas";1060;0,028;0
"2017";"Cobre";"Argentina";7547387;1537,71;0,326
"2017";"Cobre";"Austrália";19710;0,476;0,001
"2017";"Cobre";"Áustria";439339;49,34;0,019
"2017";"Cobre";"Bélgica";528429;46,561;0,023
"2017";"Cobre";"Bósnia-Herzegovina";25;0;0
"2017";"Cobre";"Brasil";115147;38,158;0,005
"2017";"Cobre";"Bulgária";2596;0,014;0
"2017";"Cobre";"Canadá";1208042;85,158;0,052
"2017";"Cobre";"Canal, Ilhas do (Guernsey)";3453;0,015;0
"2017";"Cobre";"Cazaquistão";214382;7,251;0,009
"2017";"Cobre";"Chile";1579392714;515753,092;68,271
"2017";"Cobre";"China";41172624;4793,603;1,78
"2017";"Cobre";"Cingapura";420681;9,981;0,018
"2017";"Cobre";"Colômbia";11205;1,062;0
"2017";"Cobre";"Congo, República Democrática";6006292;986,17;0,26
"2017";"Cobre";"Coreia do Sul";13168562;1519,279;0,569
"2017";"Cobre";"Croácia";13;0,001;0
"2017";"Cobre";"Dinamarca";80664;1,807;0,003
"2017";"Cobre";"Egito";83;0;0
"2017";"Cobre";"Emirados Árabes Unidos";243673;41,62;0,011
"2017";"Cobre";"Eslováquia";37366;2,461;0,002
"2017";"Cobre";"Eslovênia";27;0,002;0
"2017";"Cobre";"Espanha";1910978;171,169;0,083
"2017";"Cobre";"Estados Unidos";23912501;2334,474;1,034
"2017";"Cobre";"Estônia";3191;0,159;0
"2017";"Cobre";"Filipinas";58;0;0
"2017";"Cobre";"Finlândia";1898282;178,154;0,082
"2017";"Cobre";"França";5656905;246,445;0,245
"2017";"Cobre";"Grécia";500246;69,728;0,022
"2017";"Cobre";"Hong Kong";1966954;277,866;0,085
"2017";"Cobre";"Hungria";83841;4,885;0,004
"2017";"Cobre";"Índia";3236052;375,01;0,14
"2017";"Cobre";"Indonésia";2177050;296,372;0,094
"2017";"Cobre";"Irlanda";3028;0,039;0
"2017";"Cobre";"Israel";35280;0,765;0,002
"2017";"Cobre";"Itália";9127754;950,574;0,395
"2017";"Cobre";"Japão";5375605;333,763;0,232
"2017";"Cobre";"Lituânia";91;0;0
"2017";"Cobre";"Luxemburgo";42679;2,482;0,002
"2017";"Cobre";"Macau";242408;77,732;0,01
"2017";"Cobre";"Malásia";1554758;141,411;0,067
"2017";"Cobre";"México";2524556;218,953;0,109
"2017";"Cobre";"Nepal";6682;0,079;0
"2017";"Cobre";"Noruega";7264548;756,402;0,314
"2017";"Cobre";"Nova Zelândia";55831;0,967;0,002
"2017";"Cobre";"Países Baixos (Holanda)";1263882;129,225;0,055
"2017";"Cobre";"Paquistão";3885;0,1;0
"2017";"Cobre";"Paraguai";155017;29,947;0,007
"2017";"Cobre";"Peru";535114208;250245,471;23,131
"2017";"Cobre";"Polônia";149737;6,277;0,006
"2017";"Cobre";"Portugal";348300;41,53;0,015
"2017";"Cobre";"Quênia";156;0,002;0
"2017";"Cobre";"Reino Unido";2347694;127,7;0,101
"2017";"Cobre";"Romênia";5657;3,295;0
"2017";"Cobre";"Rússia";118322;11,891;0,005
"2017";"Cobre";"Santa Lúcia";27;0;0
"2017";"Cobre";"Sri Lanka";84;0,003;0
"2017";"Cobre";"Suazilândia";246;0;0
"2017";"Cobre";"Suécia";2508583;124,374;0,108
"2017";"Cobre";"Suíça";238774;7,936;0,01
"2017";"Cobre";"Tailândia";607176;80,302;0,026
"2017";"Cobre";"Taiwan (Formosa)";1130032;57,567;0,049
"2017";"Cobre";"Tcheca, República";180947;8,031;0,008
"2017";"Cobre";"Tunísia";388;0;0
"2017";"Cobre";"Turquia";215217;16,619;0,009
"2017";"Cobre";"Ucrânia";110;0;0
"2017";"Cobre";"Uruguai";3802648;781,899;0,164
"2017";"Cobre";"Vietnã";12916059;1827,512;0,558
"2017";"Cobre";"Zâmbia";6916563;1141,625;0,299
"2018";"Cobre";"África do Sul";2639;0,147;0
"2018";"Cobre";"Alemanha";32968745;2087,748;1,374
"2018";"Cobre";"Antígua e Barbuda";167;0;0
"2018";"Cobre";"Argentina";7959897;1507,324;0,332
"2018";"Cobre";"Austrália";34446;3,316;0,001
"2018";"Cobre";"Áustria";382507;19,331;0,016
"2018";"Cobre";"Bélgica";2647157;205,194;0,11
"2018";"Cobre";"Brasil";546441;79,782;0,023
"2018";"Cobre";"Bulgária";54;0;0
"2018";"Cobre";"Canadá";333935;9,083;0,014
"2018";"Cobre";"Cazaquistão";126418;2,527;0,005
"2018";"Cobre";"Chile";1487322791;370594,634;61,982
"2018";"Cobre";"China";40187341;4451,4;1,675
"2018";"Cobre";"Cingapura";584766;10,336;0,024
"2018";"Cobre";"Colômbia";507907;86,8;0,021
"2018";"Cobre";"Congo, República Democrática";59088126;9035,973;2,462
"2018";"Cobre";"Coreia do Sul";15110994;1609,771;0,63
"2018";"Cobre";"Dinamarca";147317;1,466;0,006
"2018";"Cobre";"Egito";245;0,026;0
"2018";"Cobre";"Emirados Árabes Unidos";2362237;391,75;0,098
"2018";"Cobre";"Eslováquia";62099;4,093;0,003
"2018";"Cobre";"Eslovênia";1073;0,002;0
"2018";"Cobre";"Espanha";11956713;1474,469;0,498
"2018";"Cobre";"Estados Unidos";25166072;2312,685;1,049
"2018";"Cobre";"Estônia";1352;0,025;0
"2018";"Cobre";"Filipinas";704;0,015;0
"2018";"Cobre";"Finlândia";2803261;252,08;0,117
"2018";"Cobre";"França";5323169;131,837;0,222
"2018";"Cobre";"Grécia";767;0,051;0
"2018";"Cobre";"Hong Kong";1753936;193,759;0,073
"2018";"Cobre";"Hungria";75931;3,969;0,003
"2018";"Cobre";"Índia";5699404;600,818;0,238
"2018";"Cobre";"Indonésia";801529;91,62;0,033
"2018";"Cobre";"Irlanda";4909;0,074;0
"2018";"Cobre";"Israel";30940;0,791;0,001
"2018";"Cobre";"Itália";13013366;1435,932;0,542
"2018";"Cobre";"Japão";7322442;512,592;0,305
"2018";"Cobre";"Lesoto";44;0;0
"2018";"Cobre";"Liechtenstein";80;0;0
"2018";"Cobre";"Lituânia";44;0;0
"2018";"Cobre";"Luxemburgo";27182;1,019;0,001
"2018";"Cobre";"Macau";523889;147,578;0,022
"2018";"Cobre";"Macedônia";283;0,001;0
"2018";"Cobre";"Malásia";2051199;180,266;0,085
"2018";"Cobre";"Marrocos";507;0,01;0
"2018";"Cobre";"México";864320;46,862;0,036
"2018";"Cobre";"Nicarágua";74853;18;0,003
"2018";"Cobre";"Noruega";10283240;1069,429;0,429
"2018";"Cobre";"Nova Zelândia";83620;1,247;0,003
"2018";"Cobre";"Países Baixos (Holanda)";1446121;226,768;0,06
"2018";"Cobre";"Panamá";6317;0,012;0
"2018";"Cobre";"Paquistão";870683;147,266;0,036
"2018";"Cobre";"Paraguai";4255432;733,065;0,177
"2018";"Cobre";"Peru";611048084;214735,921;25,464
"2018";"Cobre";"Polônia";124931;3,384;0,005
"2018";"Cobre";"Portugal";1607918;214,18;0,067
"2018";"Cobre";"Quênia";11431;0,359;0
"2018";"Cobre";"Reino Unido";2406845;113,08;0,1
"2018";"Cobre";"Romênia";18211;6,812;0,001
"2018";"Cobre";"Rússia";80493;11,004;0,003
"2018";"Cobre";"Suécia";3242242;149,721;0,135
"2018";"Cobre";"Suíça";407503;10,916;0,017
"2018";"Cobre";"Tailândia";578100;63,359;0,024
"2018";"Cobre";"Taiwan (Formosa)";820692;24,835;0,034
"2018";"Cobre";"Tcheca, República";232557;6,603;0,01
"2018";"Cobre";"Tunísia";195;0;0
"2018";"Cobre";"Turcomenistão";251;0;0
"2018";"Cobre";"Turquia";409071;35,69;0,017
"2018";"Cobre";"Uruguai";1959764;389,01;0,082
"2018";"Cobre";"Uzbequistão";2;0;0
"2018";"Cobre";"Vietnã";17746691;2180,839;0,74
"2018";"Cobre";"Virgens, Ilhas (Americanas)";450;0,007;0
"2018";"Cobre";"Zâmbia";14104209;2135,047;0,588
"2016";"Coríndon";"Estados Unidos";797876;384,338;78,051
"2016";"Coríndon";"Itália";224371;144,01;21,949
"2017";"Coríndon";"China";333;0,15;0,065
"2017";"Coríndon";"Estados Unidos";512924;265,916;99,368
"2017";"Coríndon";"Itália";2929;0,167;0,567
"2018";"Coríndon";"Canadá";11035;7,4;1,626
"2018";"Coríndon";"Estados Unidos";634541;327,606;93,521
"2018";"Coríndon";"Índia";32923;17,056;4,852
"2016";"Cromo";"África do Sul";32875970;35472,028;6,455
"2016";"Cromo";"Albânia";266189;216,797;0,052
"2016";"Cromo";"Alemanha";31096649;2912,561;6,105
"2016";"Cromo";"Argentina";17017819;20048,51;3,341
"2016";"Cromo";"Austrália";1949;0,009;0
"2016";"Cromo";"Áustria";1298389;125,692;0,255
"2016";"Cromo";"Barein";50;0,001;0
"2016";"Cromo";"Bélgica";2230388;401,08;0,438
"2016";"Cromo";"Brasil";49310;1,324;0,01
"2016";"Cromo";"Bulgária";1238;0,027;0
"2016";"Cromo";"Canadá";1324299;140,936;0,26
"2016";"Cromo";"Cayman, Ilhas";1966;0;0
"2016";"Cromo";"Cazaquistão";2993827;1485;0,588
"2016";"Cromo";"Chile";6430;0,609;0,001
"2016";"Cromo";"China";66758062;22279,786;13,107
"2016";"Cromo";"Chipre";669;0,052;0
"2016";"Cromo";"Cingapura";302441;123,331;0,059
"2016";"Cromo";"Cocos (Keeling), Ilhas";420;0,032;0
"2016";"Cromo";"Colômbia";5474050;5971,105;1,075
"2016";"Cromo";"Coreia do Sul";3520719;785,114;0,691
"2016";"Cromo";"Costa Rica";6968;0,002;0,001
"2016";"Cromo";"Croácia";9221;0,039;0,002
"2016";"Cromo";"Dinamarca";1090850;37,539;0,214
"2016";"Cromo";"Emirados Árabes Unidos";58845;175;0,012
"2016";"Cromo";"Eslováquia";100288;1,196;0,02
"2016";"Cromo";"Eslovênia";388470;134,55;0,076
"2016";"Cromo";"Espanha";13967346;5753,585;2,742
"2016";"Cromo";"Estados Unidos";71788720;12813,673;14,094
"2016";"Cromo";"Estônia";201873;161,27;0,04
"2016";"Cromo";"Filipinas";16553;2,347;0,003
"2016";"Cromo";"Finlândia";905294;219,276;0,178
"2016";"Cromo";"França";11996480;1553,711;2,355
"2016";"Cromo";"Grécia";15857;1,18;0,003
"2016";"Cromo";"Hong Kong";2064512;901,572;0,405
"2016";"Cromo";"Hungria";2747;0,472;0,001
"2016";"Cromo";"Índia";35269958;22292,254;6,925
"2016";"Cromo";"Indonésia";4308906;2737,993;0,846
"2016";"Cromo";"Irlanda";90314;0,312;0,018
"2016";"Cromo";"Islândia";24;0;0
"2016";"Cromo";"Israel";89451;0,172;0,018
"2016";"Cromo";"Itália";24234576;7792,174;4,758
"2016";"Cromo";"Japão";53480159;4596,38;10,5
"2016";"Cromo";"Líbano";1668;0,217;0
"2016";"Cromo";"Luxemburgo";154082;47,366;0,03
"2016";"Cromo";"Malásia";4456515;2043,652;0,875
"2016";"Cromo";"México";4554995;2156,023;0,894
"2016";"Cromo";"Noruega";195238;2,622;0,038
"2016";"Cromo";"Nova Zelândia";54552;0,712;0,011
"2016";"Cromo";"Países Baixos (Holanda)";2132452;77,285;0,419
"2016";"Cromo";"Panamá";2603;0,028;0,001
