"CO_ANO";"SUBSTANCIA";"CO_NCM";"IMP_FOB.x";"QUANTIDADE";"SG_UNID";"NO_UNID";"percentual_Produto_NCM";"NO_NCM_Subitem_POR"
"2018";"Titânio";"32061120";4028288;1089,779;"TML";"TONELADA METRICA LIQUIDA";0,849;"Outros pigmentos que contenham, em peso, 80 % ou mais de dióxido de titânio, calculado sobre matéria seca"
"2018";"Titânio";"28230090";1416540;605,016;"TML";"TONELADA METRICA LIQUIDA";0,298;"Outros óxidos de titânio"
"2018";"Tungstênio";"85392110";37259562;65834603;"UNID.";"NUMERO (UNIDADE)";50,863;"Outras lâmpadas e tubos de incandescência, exceto de raios ultravioleta ou infravermelhos, halógenos, de tungstênio, para uma tensão inferior ou igual a 15 V"
"2018";"Tungstênio";"85392190";16459592;50019711;"UNID.";"NUMERO (UNIDADE)";22,469;"Outras lâmpadas/tubos incandescentes halogenos, de tungstênio"
"2018";"Tungstênio";"81019990";5611614;66,468;"TML";"TONELADA METRICA LIQUIDA";7,66;"Outras obras de tungstênio"
"2018";"Tungstênio";"72028000";3085731;99,33;"TML";"TONELADA METRICA LIQUIDA";4,212;"Ferro-tungstênio (ferro-volfrâmio) e ferro-silício-tungstênio (ferro-silício-volfrâmio)"
"2018";"Tungstênio";"28499030";2928936;50,23;"TML";"TONELADA METRICA LIQUIDA";3,998;"Carbonetos de constituição química definida ou não, de tungstênio (volfrâmio)"
"2018";"Tungstênio";"81011000";1945037;33,618;"TML";"TONELADA METRICA LIQUIDA";2,655;"Pós de tungstênio (volframio)"
"2018";"Tungstênio";"90184911";1922045;2129388;"UNID.";"NUMERO (UNIDADE)";2,624;"Brocas para odontologia, de carboneto de tungstênio (volfrâmio)"
"2018";"Tungstênio";"81019400";1664625;23,289;"TML";"TONELADA METRICA LIQUIDA";2,272;"Tungstênio (volfrâmio) em formas brutas, incluindo as barras simplesmente obtidas por sinterização"
"2018";"Tungstênio";"38249972";1028196;341,243;"TML";"TONELADA METRICA LIQUIDA";1,404;"Preparações à base de sílica em suspensão coloidal; nitreto de boro de estrutura cristalina cúbica, compactado com substrato de carbeto de tungstênio (volfrâmio)"
"2018";"Tungstênio";"81019600";893292;6,571;"TML";"TONELADA METRICA LIQUIDA";1,219;"Fios de tungstênio"
"2018";"Turfa";"27030000";6533852;25566231;"KGL";"QUILOGRAMA LIQUIDO";99,905;"Turfa (incluindo a turfa para cama de animais), mesmo aglomerada"
"2018";"Turfa";"68152000";6224;2107;"KGL";"QUILOGRAMA LIQUIDO";0,095;"Obras de turfa"
"2018";"Urânio";"28441000";27173716;130157;"KGL";"QUILOGRAMA LIQUIDO";100;"Urânio natural e seus compostos; ligas, dispersões (incluindo os ceramais (cermets)), produtos cerâmicos e misturas que contenham urânio natural ou compostos de urânio natural"
"2018";"Urânio";"26121000";42;0;"KGL";"QUILOGRAMA LIQUIDO";0;"Minérios de urânio e seus concentrados"
"2018";"Vanádio";"72029200";71321104;1385,165;"TML";"TONELADA METRICA LIQUIDA";85,061;"Ferro-vanádio"
"2018";"Vanádio";"28253010";11747399;345,05;"TML";"TONELADA METRICA LIQUIDA";14,011;"Pentóxido de divanádio"
"2018";"Vanádio";"28419030";494431;30,887;"TML";"TONELADA METRICA LIQUIDA";0,59;"Vanadatos"
"2018";"Vanádio";"90184912";147145;353700;"UNID.";"NUMERO (UNIDADE)";0,175;"Brocas para odontologia, de aço-vanádio"
"2018";"Vanádio";"28253090";136500;4,315;"TML";"TONELADA METRICA LIQUIDA";0,163;"Outros óxidos e hidróxidos de vanádio"
"2018";"Vermiculita";"68069090";19642782;11963302;"KGL";"QUILOGRAMA LIQUIDO";73,906;"Outras obras de matérias minerais para isolamento do calor, som, etc."
"2018";"Vermiculita";"68062000";4910337;1281094;"KGL";"QUILOGRAMA LIQUIDO";18,475;"Vermiculita e argilas, expandidas, espuma de escórias e produtos minerais semelhantes, expandidos, mesmo misturados entre si"
"2018";"Vermiculita";"68061000";2012047;844276;"KGL";"QUILOGRAMA LIQUIDO";7,57;"Lãs de escórias de altos-fornos, lãs de outras escórias, lã de rocha e lãs minerais semelhantes, mesmo misturadas entre si, a granel, em folhas ou em rolos"
"2018";"Vermiculita";"25301090";12869;40040;"KGL";"QUILOGRAMA LIQUIDO";0,048;"Vermiculita e cloritas, não expandidas"
"2018";"Zinco";"26080010";229989179;187561,052;"TML";"TONELADA METRICA LIQUIDA";47,701;"Sulfetos de minérios de zinco"
"2018";"Zinco";"79011111";105743334;2667576;"TML";"TONELADA METRICA LIQUIDA";21,932;"Zinco não ligado, que contenha, em peso, 99,99 % ou mais de zinco, eletrolítico, em lingotes"
"2018";"Zinco";"26080090";46328949;29783,46;"TML";"TONELADA METRICA LIQUIDA";9,609;"Outros minérios de zinco e seus concentrados"
"2018";"Zinco";"28170010";26216677;9157,582;"TML";"TONELADA METRICA LIQUIDA";5,438;"Óxido de zinco (branco de zinco)"
"2018";"Zinco";"38112120";20922736;6142,472;"TML";"TONELADA METRICA LIQUIDA";4,34;"Aditivos para óleos lubrificantes, que contenham óleos de petróleo ou de minerais betuminosos, antidesgastes, anticorrosivos ou antioxidantes, contendo dialquilditiofosfato de zinco ou diarilditiofosfato de zinco"
"2018";"Zinco";"28332970";17654683;13055,843;"TML";"TONELADA METRICA LIQUIDA";3,662;"Sulfatos de zinco"
"2018";"Zinco";"79011210";14627619;4469;"TML";"TONELADA METRICA LIQUIDA";3,034;"Zinco não ligado, que contenha, em peso, menos de 99,99 % de zinco, em lingotes"
"2018";"Zinco";"79070090";4807166;590,38;"TML";"TONELADA METRICA LIQUIDA";0,997;"Outras obras de zinco"
"2018";"Zinco";"85066010";4674755;23812074;"UNID.";"NUMERO (UNIDADE)";0,97;"Pilhas e baterias de pilhas, elétricas, ar-zinco, com volume exterior não superior a 300 cm3"
"2018";"Zinco";"28273998";3988051;2027,117;"TML";"TONELADA METRICA LIQUIDA";0,827;"Cloreto de zinco"
"2018";"Zircônio";"26151020";8546911;6741,456;"TML";"TONELADA METRICA LIQUIDA";27,666;"Zirconita (minério de zircônio)"
"2018";"Zircônio";"25309020";6741097;4716,16;"TML";"TONELADA METRICA LIQUIDA";21,821;"Areia de zircônio micronizada, própria para a preparação de esmaltes cerâmicos"
"2018";"Zircônio";"81099000";5306418;40,745;"TML";"TONELADA METRICA LIQUIDA";17,177;"Obras de zircônio"
"2018";"Zircônio";"28369912";3389789;886,02;"TML";"TONELADA METRICA LIQUIDA";10,973;"Carbonato de zircônio"
"2018";"Zircônio";"28256020";2719167;137,659;"TML";"TONELADA METRICA LIQUIDA";8,802;"Dióxido de zircônio"
"2018";"Zircônio";"69039092";2217301;134,253;"TML";"TONELADA METRICA LIQUIDA";7,177;"Outros produtos cerâmicos refratários de compostos de zircônio"
"2018";"Zircônio";"69039012";1437984;1,901;"TML";"TONELADA METRICA LIQUIDA";4,655;"Tubo refratrário, de compostos de zircônio"
"2018";"Zircônio";"32071010";357612;118,542;"TML";"TONELADA METRICA LIQUIDA";1,158;"Pigmento, opacificante, etc, à base de zircônio/seus sais"
"2018";"Zircônio";"69029020";66055;26,477;"TML";"TONELADA METRICA LIQUIDA";0,214;"Tijolos e outras peças cerâmicas refratárias não fundidos, com um teor de óxido de zircônio (ZrO2) superior a 25 %, em peso"
"2018";"Zircônio";"28399030";62845;29,023;"TML";"TONELADA METRICA LIQUIDA";0,203;"Silicato de zircônio"
