"CO_ANO";"SUBSTANCIA";"NO_PAIS";"EX_FOB.x";"QUANTIDADE_TON";"percentual_PAIS"
"2017";"Silício";"Países Baixos (Holanda)";39181610;23296,538;4,542
"2017";"Silício";"Palestina";27;0,005;0
"2017";"Silício";"Panamá";903687;533,796;0,105
"2017";"Silício";"Paquistão";15980;26,756;0,002
"2017";"Silício";"Paraguai";14815760;29731,798;1,718
"2017";"Silício";"Peru";9851428;14394,718;1,142
"2017";"Silício";"Polinésia Francesa";623;0,074;0
"2017";"Silício";"Polônia";8390705;5240,555;0,973
"2017";"Silício";"Porto Rico";50203;26,137;0,006
"2017";"Silício";"Portugal";945243;1503,858;0,11
"2017";"Silício";"Provisão de Navios e Aeronaves";727;0,037;0
"2017";"Silício";"Quênia";96568;64,1;0,011
"2017";"Silício";"Reino Unido";65660879;30139,395;7,612
"2017";"Silício";"República Dominicana";3686715;6852,898;0,427
"2017";"Silício";"Reunião";325;0,008;0
"2017";"Silício";"Romênia";760505;570,267;0,088
"2017";"Silício";"Rússia";1612222;1200,857;0,187
"2017";"Silício";"Salomão, Ilhas";74;0,029;0
"2017";"Silício";"Samoa";248;0,011;0
"2017";"Silício";"Santa Lúcia";15253;6,046;0,002
"2017";"Silício";"São Tomé e Príncipe";57111;69,192;0,007
"2017";"Silício";"Seicheles";1525;0,217;0
"2017";"Silício";"Senegal";76252;263,399;0,009
"2017";"Silício";"Sérvia";3441;0,146;0
"2017";"Silício";"Sint Maarten";195;0,009;0
"2017";"Silício";"Síria";9381;1,481;0,001
"2017";"Silício";"Sri Lanka";645;0,002;0
"2017";"Silício";"Sudão";89351;69,269;0,01
"2017";"Silício";"Suécia";414200;348,225;0,048
"2017";"Silício";"Suíça";7949;0,3;0,001
"2017";"Silício";"Suriname";183045;110,865;0,021
"2017";"Silício";"Tailândia";8799059;4966,953;1,02
"2017";"Silício";"Taiwan (Formosa)";24394;2,439;0,003
"2017";"Silício";"Tcheca, República";56;0,001;0
"2017";"Silício";"Trinidad e Tobago";271318;89,252;0,031
"2017";"Silício";"Tunísia";104811;153,976;0,012
"2017";"Silício";"Turquia";3284105;9678,754;0,381
"2017";"Silício";"Ucrânia";12134;9,041;0,001
"2017";"Silício";"Uruguai";8653731;13429,379;1,003
"2017";"Silício";"Uzbequistão";818880;49,21;0,095
"2017";"Silício";"Venezuela";2038398;2389,228;0,236
"2017";"Silício";"Vietnã";26551;40,166;0,003
"2017";"Silício";"Virgens, Ilhas (Americanas)";2088;0,065;0
"2017";"Silício";"Virgens, Ilhas (Britânicas)";7792;2,5;0,001
"2017";"Silício";"Zâmbia";4404;25,052;0,001
"2018";"Silício";"Afeganistão";359;0,007;0
"2018";"Silício";"África do Sul";2409447;2461,919;0,227
"2018";"Silício";"Albânia";26800;22,935;0,003
"2018";"Silício";"Alemanha";101092722;45786,848;9,522
"2018";"Silício";"Andorra";114;0,007;0
"2018";"Silício";"Angola";1495608;1727,925;0,141
"2018";"Silício";"Antígua e Barbuda";5743;1,954;0,001
"2018";"Silício";"Arábia Saudita";256441;170,225;0,024
"2018";"Silício";"Argélia";143590;329,459;0,014
"2018";"Silício";"Argentina";144981502;172264,084;13,656
"2018";"Silício";"Aruba";5943;0,438;0,001
"2018";"Silício";"Austrália";641498;397,225;0,06
"2018";"Silício";"Áustria";126394;82,212;0,012
"2018";"Silício";"Bahamas";1186;0,148;0
"2018";"Silício";"Bangladesh";13520;22,2;0,001
"2018";"Silício";"Barbados";98123;36,899;0,009
"2018";"Silício";"Barein";83577;202,91;0,008
"2018";"Silício";"Belarus";12;0;0
"2018";"Silício";"Bélgica";21170827;14811,028;1,994
"2018";"Silício";"Belize";793;0,134;0
"2018";"Silício";"Benin";7224;0,733;0,001
"2018";"Silício";"Bolívia";10059263;14000,255;0,948
"2018";"Silício";"Botsuana";55257;44,554;0,005
"2018";"Silício";"Brunei";38;0,013;0
"2018";"Silício";"Burkina Faso";3843;0,452;0
"2018";"Silício";"Cabo Verde";8853;0,839;0,001
"2018";"Silício";"Camarões";40645;51,122;0,004
"2018";"Silício";"Camboja";1398;0,005;0
"2018";"Silício";"Canadá";13237492;6024,595;1,247
"2018";"Silício";"Catar";2043245;880,689;0,192
"2018";"Silício";"Chile";16254912;17517,548;1,531
"2018";"Silício";"China";1878326;617,609;0,177
"2018";"Silício";"Chipre";66780;41,866;0,006
"2018";"Silício";"Cingapura";72383;47,764;0,007
"2018";"Silício";"Colômbia";26650806;30301,256;2,51
"2018";"Silício";"Congo";18915;0,279;0,002
"2018";"Silício";"Congo, República Democrática";22476;14,593;0,002
"2018";"Silício";"Coreia do Sul";17500983;8545,27;1,648
"2018";"Silício";"Costa do Marfim";408911;808,53;0,039
"2018";"Silício";"Costa Rica";1914530;1581,573;0,18
"2018";"Silício";"Coveite (Kuweit)";93166;64,135;0,009
"2018";"Silício";"Croácia";2597573;1639,116;0,245
"2018";"Silício";"Cuba";67749;4,84;0,006
"2018";"Silício";"Curaçao";30932;5,412;0,003
"2018";"Silício";"Dinamarca";18126;20,163;0,002
"2018";"Silício";"Dominica";3937;1,185;0
"2018";"Silício";"Egito";5736;0,711;0,001
"2018";"Silício";"El Salvador";308419;154,645;0,029
"2018";"Silício";"Emirados Árabes Unidos";181201;167,84;0,017
"2018";"Silício";"Equador";2383990;1838,357;0,225
"2018";"Silício";"Eslováquia";6509;0;0,001
"2018";"Silício";"Eslovênia";916014;603,296;0,086
"2018";"Silício";"Espanha";3656124;2721,5;0,344
"2018";"Silício";"Estados Unidos";168839654;74839,014;15,904
"2018";"Silício";"Estônia";74;0,002;0
"2018";"Silício";"Etiópia";65254;10,392;0,006
"2018";"Silício";"Falkland (Malvinas)";149;0,025;0
"2018";"Silício";"Fiji";20750;13,553;0,002
"2018";"Silício";"Filipinas";88482;28,951;0,008
"2018";"Silício";"Finlândia";7895;5,339;0,001
"2018";"Silício";"França";6564756;1926,455;0,618
"2018";"Silício";"Gabão";14084;28,71;0,001
"2018";"Silício";"Gâmbia";1480;0,584;0
"2018";"Silício";"Gana";138292;146,757;0,013
"2018";"Silício";"Geórgia";950;0,036;0
"2018";"Silício";"Granada";12788;3,599;0,001
"2018";"Silício";"Grécia";318719;372,928;0,03
"2018";"Silício";"Guadalupe";38;0,002;0
"2018";"Silício";"Guatemala";1314143;1018,167;0,124
"2018";"Silício";"Guiana";33728;9,262;0,003
"2018";"Silício";"Guiana Francesa";1541;0,537;0
"2018";"Silício";"Guiné";381;0,012;0
"2018";"Silício";"Guiné Equatorial";20595;11,573;0,002
"2018";"Silício";"Haiti";14491;4,046;0,001
"2018";"Silício";"Honduras";642725;385,327;0,061
"2018";"Silício";"Hong Kong";265143;53,529;0,025
"2018";"Silício";"Hungria";1330154;490,523;0,125
"2018";"Silício";"Iêmen";127769;373,714;0,012
"2018";"Silício";"Índia";4964951;4626,611;0,468
"2018";"Silício";"Indonésia";6409955;3797,314;0,604
"2018";"Silício";"Irã";7197;1,671;0,001
"2018";"Silício";"Irlanda";75984;26,396;0,007
"2018";"Silício";"Islândia";101;0,005;0
"2018";"Silício";"Israel";287559;169,624;0,027
"2018";"Silício";"Itália";27749167;18003,138;2,614
"2018";"Silício";"Jamaica";180749;100,504;0,017
"2018";"Silício";"Japão";115623480;55669,114;10,891
"2018";"Silício";"Jordânia";29687;24,446;0,003
"2018";"Silício";"Letônia";1951;0,046;0
"2018";"Silício";"Líbano";144521;210,32;0,014
"2018";"Silício";"Libéria";8470;5,292;0,001
"2018";"Silício";"Lituânia";16707;22,16;0,002
"2018";"Silício";"Luxemburgo";1816790;2999,1;0,171
"2018";"Silício";"Madagascar";161629;98,637;0,015
"2018";"Silício";"Malásia";3119;0,239;0
"2018";"Silício";"Maldivas";180;0,07;0
"2018";"Silício";"Mali";5585;0;0,001
"2018";"Silício";"Malta";11928;7,702;0,001
"2018";"Silício";"Marrocos";1255;0,007;0
"2018";"Silício";"Marshall, Ilhas";576;0,413;0
"2018";"Silício";"Maurício";66327;89,655;0,006
"2018";"Silício";"México";39461901;25154,462;3,717
"2018";"Silício";"Mianmar";824;0,032;0
"2018";"Silício";"Moçambique";166921;161,608;0,016
"2018";"Silício";"Montenegro";26268;16,09;0,002
"2018";"Silício";"Nepal";24399;0,994;0,002
"2018";"Silício";"Nicarágua";38921;4,837;0,004
"2018";"Silício";"Nigéria";34028;9,386;0,003
"2018";"Silício";"Niue";109;0;0
"2018";"Silício";"Noruega";7243621;6068,346;0,682
"2018";"Silício";"Nova Caledônia";13085;6,808;0,001
"2018";"Silício";"Nova Zelândia";141596;4,624;0,013
"2018";"Silício";"Omã";45;0,005;0
"2018";"Silício";"Países Baixos (Holanda)";62344217;33321,104;5,872
"2018";"Silício";"Panamá";587805;301,302;0,055
"2018";"Silício";"Paquistão";5086;1,415;0
"2018";"Silício";"Paraguai";12018648;16905,336;1,132
"2018";"Silício";"Peru";9473718;8959,134;0,892
"2018";"Silício";"Polinésia Francesa";812;0,119;0
"2018";"Silício";"Polônia";10266291;7021,939;0,967
"2018";"Silício";"Porto Rico";110037;34,322;0,01
"2018";"Silício";"Portugal";1801841;1637,572;0,17
"2018";"Silício";"Provisão de Navios e Aeronaves";970;0,055;0
"2018";"Silício";"Quênia";85727;53,153;0,008
"2018";"Silício";"Reino Unido";167944193;66303,01;15,819
"2018";"Silício";"República Dominicana";937528;576,955;0,088
"2018";"Silício";"Reunião";18;0,006;0
"2018";"Silício";"Romênia";1479995;812,638;0,139
"2018";"Silício";"Rússia";7338256;4366,175;0,691
"2018";"Silício";"São Tomé e Príncipe";22855;12,614;0,002
"2018";"Silício";"Seicheles";308;0,047;0
"2018";"Silício";"Senegal";52779;144,296;0,005
"2018";"Silício";"Sérvia";1992;0,636;0
"2018";"Silício";"Sint Maarten";42;0,017;0
"2018";"Silício";"Síria";81893;72,547;0,008
"2018";"Silício";"Sri Lanka";4447;0,089;0
"2018";"Silício";"Sudão";88012;69,971;0,008
"2018";"Silício";"Suécia";767075;574,143;0,072
"2018";"Silício";"Suíça";126705;71,244;0,012
"2018";"Silício";"Suriname";147024;91,351;0,014
"2018";"Silício";"Tailândia";13175684;6047,276;1,241
"2018";"Silício";"Taiwan (Formosa)";2419013;1495,816;0,228
"2018";"Silício";"Tanzânia";2267;0,206;0
"2018";"Silício";"Tcheca, República";3144;0,02;0
"2018";"Silício";"Trinidad e Tobago";156313;69,87;0,015
"2018";"Silício";"Tunísia";97150;107,404;0,009
"2018";"Silício";"Turquia";2801423;2355,602;0,264
"2018";"Silício";"Ucrânia";13621;9,659;0,001
"2018";"Silício";"Uruguai";7295927;7447,23;0,687
"2018";"Silício";"Uzbequistão";1911819;118,895;0,18
"2018";"Silício";"Venezuela";423053;425,215;0,04
"2018";"Silício";"Vietnã";14532;20,164;0,001
"2018";"Silício";"Virgens, Ilhas (Britânicas)";21973;6,413;0,002
"2018";"Silício";"Zâmbia";3442;0,827;0
"2016";"Talco";"Argentina";2177160;4151,657;36,005
"2016";"Talco";"Bolívia";15005;26,403;0,248
"2016";"Talco";"Chile";70036;73,633;1,158
"2016";"Talco";"Colômbia";923477;1645,355;15,272
"2016";"Talco";"Estados Unidos";33853;125,31;0,56
"2016";"Talco";"Guatemala";100472;157,5;1,662
"2016";"Talco";"Índia";7388;1,25;0,122
"2016";"Talco";"Itália";10798;45,624;0,179
"2016";"Talco";"México";968346;2128,4;16,014
"2016";"Talco";"Países Baixos (Holanda)";187647;1040;3,103
"2016";"Talco";"Paraguai";274416;809,1;4,538
"2016";"Talco";"Peru";813292;1299,534;13,45
"2016";"Talco";"República Dominicana";8888;19,75;0,147
"2016";"Talco";"Uruguai";265675;747,45;4,394
"2016";"Talco";"Venezuela";190426;299,15;3,149
"2017";"Talco";"Argentina";3114102;6080,774;47,098
"2017";"Talco";"Bolívia";293;0,105;0,004
"2017";"Talco";"Chile";123840;150,6;1,873
"2017";"Talco";"Colômbia";720566;1552,159;10,898
"2017";"Talco";"Equador";12200;25;0,185
"2017";"Talco";"Estados Unidos";254482;1637,618;3,849
"2017";"Talco";"Guatemala";151726;363,9;2,295
"2017";"Talco";"Índia";400;0,025;0,006
"2017";"Talco";"Itália";135926;475;2,056
"2017";"Talco";"México";360312;1041;5,449
"2017";"Talco";"Paraguai";325530;1001,1;4,923
"2017";"Talco";"Peru";681401;1125,75;10,305
"2017";"Talco";"Uruguai";656210;1194,05;9,925
"2017";"Talco";"Venezuela";75032;123,45;1,135
"2018";"Talco";"Alemanha";72;0,054;0,001
"2018";"Talco";"Angola";75;0,053;0,001
"2018";"Talco";"Argentina";2140727;4228,68;35,944
"2018";"Talco";"Bélgica";676996;1419;11,367
"2018";"Talco";"Bolívia";2242;2,157;0,038
"2018";"Talco";"Chile";302473;372;5,079
"2018";"Talco";"Colômbia";746415;1369,978;12,533
"2018";"Talco";"Egito";12907;19,75;0,217
"2018";"Talco";"Estados Unidos";57351;115,218;0,963
"2018";"Talco";"Índia";4560;1,25;0,077
"2018";"Talco";"Itália";454818;1020;7,637
"2018";"Talco";"México";63059;131,672;1,059
"2018";"Talco";"Paraguai";298322;935,032;5,009
"2018";"Talco";"Peru";801315;1370,9;13,455
"2018";"Talco";"Reino Unido";21;0,021;0
"2018";"Talco";"Uruguai";320734;590,75;5,385
"2018";"Talco";"Venezuela";73626;119,75;1,236
"2016";"Tântalo";"Alemanha";2567626;150,072;14,21
"2016";"Tântalo";"Argélia";775;0,001;0,004
"2016";"Tântalo";"Argentina";11347;0,009;0,063
"2016";"Tântalo";"Austrália";121;0;0,001
"2016";"Tântalo";"Bolívia";1705;0;0,009
"2016";"Tântalo";"Chile";34850;0,006;0,193
"2016";"Tântalo";"China";14691630;950,022;81,308
"2016";"Tântalo";"Cingapura";68833;16,667;0,381
"2016";"Tântalo";"Colômbia";66;0,001;0
"2016";"Tântalo";"Coreia do Sul";5194;0,01;0,029
"2016";"Tântalo";"Equador";3;0,004;0
"2016";"Tântalo";"Estados Unidos";12597;0,296;0,07
"2016";"Tântalo";"França";3419;0,001;0,019
"2016";"Tântalo";"Hong Kong";30196;1,567;0,167
"2016";"Tântalo";"Hungria";2;0,006;0
"2016";"Tântalo";"Índia";3;0;0
"2016";"Tântalo";"Indonésia";21;0,001;0
"2016";"Tântalo";"Itália";2893;0;0,016
"2016";"Tântalo";"Japão";628059;41;3,476
"2016";"Tântalo";"Malásia";186;0,002;0,001
"2016";"Tântalo";"Polônia";641;0,004;0,004
"2016";"Tântalo";"Reino Unido";2046;0,014;0,011
"2016";"Tântalo";"Romênia";326;0,002;0,002
"2016";"Tântalo";"Rússia";1331;0,001;0,007
"2016";"Tântalo";"Suécia";1402;0,006;0,008
"2016";"Tântalo";"Suriname";1327;0,025;0,007
"2016";"Tântalo";"Venezuela";2594;0,001;0,014
"2017";"Tântalo";"Alemanha";7249215;470,003;25,506
"2017";"Tântalo";"Argentina";26465;0,01;0,093
"2017";"Tântalo";"Chile";8648;0,001;0,03
"2017";"Tântalo";"China";14419713;965,003;50,734
"2017";"Tântalo";"Coreia do Sul";1257;0,003;0,004
"2017";"Tântalo";"Costa Rica";22;0,002;0
"2017";"Tântalo";"Equador";1085;0;0,004
"2017";"Tântalo";"Estados Unidos";6364;0,369;0,022
"2017";"Tântalo";"Estônia";3079206;187;10,834
"2017";"Tântalo";"França";103;0;0
"2017";"Tântalo";"Hong Kong";2095163;114,839;7,372
"2017";"Tântalo";"Hungria";3;0;0
"2017";"Tântalo";"Índia";20;0;0
"2017";"Tântalo";"Japão";1500991;80;5,281
"2017";"Tântalo";"Malásia";11;0,002;0
"2017";"Tântalo";"México";294;0,001;0,001
"2017";"Tântalo";"Países Baixos (Holanda)";423;0,012;0,001
"2017";"Tântalo";"Paraguai";10;0;0
"2017";"Tântalo";"Polônia";111;0,001;0
"2017";"Tântalo";"Rússia";572;0,003;0,002
"2017";"Tântalo";"Vietnã";32254;0,014;0,113
"2018";"Tântalo";"Alemanha";987513;68,002;8,052
"2018";"Tântalo";"Argentina";14987;0,008;0,122
"2018";"Tântalo";"Chile";13933;0,012;0,114
"2018";"Tântalo";"China";5763877;321,007;46,995
"2018";"Tântalo";"Colômbia";132;0;0,001
"2018";"Tântalo";"Coreia do Sul";35524;0,018;0,29
"2018";"Tântalo";"Costa Rica";12;0,001;0
"2018";"Tântalo";"Eslovênia";8;0,004;0
"2018";"Tântalo";"Espanha";5;0;0
"2018";"Tântalo";"Estados Unidos";25368;0,074;0,207
"2018";"Tântalo";"Estônia";3158591;141,43;25,753
"2018";"Tântalo";"Hong Kong";1333332;90,644;10,871
"2018";"Tântalo";"Hungria";94;0,01;0,001
"2018";"Tântalo";"Índia";21;0;0
"2018";"Tântalo";"Japão";899555;40;7,334
"2018";"Tântalo";"Malásia";228;0,07;0,002
"2018";"Tântalo";"Reino Unido";0;0;0
"2018";"Tântalo";"República Dominicana";9;0;0
"2018";"Tântalo";"Romênia";262;0;0,002
"2018";"Tântalo";"Taiwan (Formosa)";35;0,001;0
"2018";"Tântalo";"Vietnã";26936;0,008;0,22
"2018";"Tântalo";"Virgens, Ilhas (Britânicas)";4458;1,2;0,036
"2016";"Terras Raras";"Angola";1399;0,011;0,052
"2016";"Terras Raras";"Argentina";154;0,002;0,006
"2016";"Terras Raras";"Bolívia";8549;2,192;0,315
"2016";"Terras Raras";"Canadá";29234;12,83;1,078
"2016";"Terras Raras";"China";1596000;3800;58,85
"2016";"Terras Raras";"Espanha";160739;22,956;5,927
"2016";"Terras Raras";"Estados Unidos";144690;62,944;5,335
"2016";"Terras Raras";"França";334525;14,976;12,335
"2016";"Terras Raras";"Hong Kong";322500;725;11,892
"2016";"Terras Raras";"Paraguai";46596;6,305;1,718
"2016";"Terras Raras";"Peru";46328;15,59;1,708
"2016";"Terras Raras";"Suécia";60;0,006;0,002
"2016";"Terras Raras";"Turquia";4000;0,4;0,147
"2016";"Terras Raras";"Uruguai";17199;12,428;0,634
"2017";"Terras Raras";"Angola";97;0,001;0,005
"2017";"Terras Raras";"Argentina";724;0,04;0,041
"2017";"Terras Raras";"Bolívia";9000;1,72;0,506
"2017";"Terras Raras";"China";858000;1900;48,285
"2017";"Terras Raras";"Costa Rica";7516;0,83;0,423
"2017";"Terras Raras";"Espanha";82646;14;4,651
"2017";"Terras Raras";"Estados Unidos";96;0,001;0,005
"2017";"Terras Raras";"França";708657;46,08;39,881
"2017";"Terras Raras";"Guatemala";45928;15,008;2,585
"2017";"Terras Raras";"Honduras";1;0;0
"2017";"Terras Raras";"Paraguai";36147;5,435;2,034
"2017";"Terras Raras";"Peru";6703;0,613;0,377
"2017";"Terras Raras";"República Dominicana";487;0,007;0,027
"2017";"Terras Raras";"Tailândia";79;0,001;0,004
"2017";"Terras Raras";"Uruguai";20855;10,392;1,174
"2018";"Terras Raras";"Bolívia";20158;3,15;1,224
"2018";"Terras Raras";"China";4e+05;800;24,286
"2018";"Terras Raras";"Colômbia";120;0,03;0,007
"2018";"Terras Raras";"Espanha";171567;27,005;10,417
"2018";"Terras Raras";"França";946756;47,33;57,482
"2018";"Terras Raras";"Guatemala";37369;12,46;2,269
"2018";"Terras Raras";"Paraguai";26613;4,217;1,616
"2018";"Terras Raras";"Peru";16362;5,985;0,993
"2018";"Terras Raras";"República Dominicana";175;0,003;0,011
"2018";"Terras Raras";"Turquia";4000;0,4;0,243
"2018";"Terras Raras";"Uruguai";23940;14,738;1,453
"2016";"Titânio";"África do Sul";35000;14;0,145
"2016";"Titânio";"Alemanha";446932;165,7;1,852
"2016";"Titânio";"Angola";223074;91,739;0,925
"2016";"Titânio";"Arábia Saudita";3029;0;0,013
"2016";"Titânio";"Argentina";4359111;1818,992;18,066
"2016";"Titânio";"Austrália";1373;0;0,006
"2016";"Titânio";"Áustria";183;0;0,001
"2016";"Titânio";"Bélgica";753612;75,691;3,123
"2016";"Titânio";"Bolívia";785646;307,988;3,256
"2016";"Titânio";"Burkina Faso";349;0;0,001
"2016";"Titânio";"Camarões";35020;16;0,145
"2016";"Titânio";"Canadá";1170508;159,936;4,851
"2016";"Titânio";"Cazaquistão";350;0;0,001
"2016";"Titânio";"Chile";345947;42,68;1,434
"2016";"Titânio";"China";179747;0,741;0,745
"2016";"Titânio";"Cingapura";142881;25,49;0,592
"2016";"Titânio";"Colômbia";1263160;656,134;5,235
"2016";"Titânio";"Coreia do Sul";104325;19,5;0,432
"2016";"Titânio";"Costa Rica";419167;159,73;1,737
"2016";"Titânio";"Egito";6002;0,001;0,025
"2016";"Titânio";"El Salvador";317936;142,502;1,318
"2016";"Titânio";"Equador";1316381;593,701;5,456
"2016";"Titânio";"Espanha";2072;0,053;0,009
"2016";"Titânio";"Estados Unidos";1907698;107,458;7,906
"2016";"Titânio";"Filipinas";805;0,003;0,003
"2016";"Titânio";"Finlândia";80;0;0
"2016";"Titânio";"França";3650854;25831,143;15,131
"2016";"Titânio";"Gana";23614;4,262;0,098
"2016";"Titânio";"Guatemala";216088;104;0,896
"2016";"Titânio";"Honduras";209581;95;0,869
"2016";"Titânio";"Índia";19387;0,602;0,08
"2016";"Titânio";"Indonésia";68;0;0
"2016";"Titânio";"Israel";495;0;0,002
"2016";"Titânio";"Itália";5770;0,017;0,024
"2016";"Titânio";"Japão";40209;11,203;0,167
"2016";"Titânio";"Jordânia";118;0;0
"2016";"Titânio";"Lituânia";618572;316,2;2,564
"2016";"Titânio";"Marrocos";30;0;0
"2016";"Titânio";"México";927500;422,783;3,844
"2016";"Titânio";"Moldávia";822;0;0,003
"2016";"Titânio";"Nicarágua";2073;0,007;0,009
"2016";"Titânio";"Nigéria";531590;240;2,203
"2016";"Titânio";"Omã";148;0;0,001
"2016";"Titânio";"Países Baixos (Holanda)";83579;14,472;0,346
"2016";"Titânio";"Panamá";157986;59,766;0,655
"2016";"Titânio";"Paraguai";1289144;531,951;5,343
"2016";"Titânio";"Peru";847734;358,777;3,513
"2016";"Titânio";"Polônia";854;0;0,004
"2016";"Titânio";"Portugal";47110;0,356;0,195
"2016";"Titânio";"Quênia";7;0;0
"2016";"Titânio";"Reino Unido";267928;150,013;1,11
"2016";"Titânio";"República Dominicana";177507;59,01;0,736
"2016";"Titânio";"Rússia";22;0;0
"2016";"Titânio";"Senegal";1596;0,145;0,007
"2016";"Titânio";"Suécia";741;0,531;0,003
"2016";"Titânio";"Suíça";9054;0;0,038
"2016";"Titânio";"Suriname";860;0,109;0,004
"2016";"Titânio";"Tailândia";11402;0,685;0,047
"2016";"Titânio";"Taiwan (Formosa)";10277;2,88;0,043
"2016";"Titânio";"Tcheca, República";386;0,005;0,002
"2016";"Titânio";"Togo";25913;15;0,107
"2016";"Titânio";"Trinidad e Tobago";900;0,086;0,004
"2016";"Titânio";"Turquia";129;0;0,001
"2016";"Titânio";"Ucrânia";1378;0;0,006
"2016";"Titânio";"Uruguai";1103460;494,167;4,573
"2016";"Titânio";"Venezuela";23124;0,779;0,096
"2016";"Titânio";"Vietnã";60;0;0
"2017";"Titânio";"Alemanha";128703;0,995;0,42
"2017";"Titânio";"Angola";1873;0,063;0,006
"2017";"Titânio";"Argentina";6015029;1964,67;19,61
"2017";"Titânio";"Austrália";494;0;0,002
"2017";"Titânio";"Áustria";11915;0,2;0,039
"2017";"Titânio";"Azerbaijão";39;0;0
"2017";"Titânio";"Bélgica";693322;201,289;2,26
"2017";"Titânio";"Bolívia";990048;325,526;3,228
"2017";"Titânio";"Canadá";148802;40,005;0,485
"2017";"Titânio";"Chile";578401;182,344;1,886
"2017";"Titânio";"China";905595;11166,409;2,952
"2017";"Titânio";"Cingapura";69538;16,918;0,227
"2017";"Titânio";"Colômbia";814190;286,946;2,654
"2017";"Titânio";"Costa Rica";482974;169,811;1,575
"2017";"Titânio";"Cuba";33844;7,618;0,11
"2017";"Titânio";"Egito";1011;0;0,003
"2017";"Titânio";"El Salvador";322262;139,475;1,051
"2017";"Titânio";"Emirados Árabes Unidos";53425;0,01;0,174
"2017";"Titânio";"Equador";1149276;487,642;3,747
