"CO_ANO";"SUBSTANCIA";"NO_PAIS";"EX_FOB.x";"QUANTIDADE_TON";"percentual_PAIS"
"2017";"Argilas Plásticas";"Itália";8004;0,279;0,013
"2017";"Argilas Plásticas";"Jamaica";119208;720,414;0,194
"2017";"Argilas Plásticas";"Líbano";1964;0,028;0,003
"2017";"Argilas Plásticas";"Lituânia";706;0,006;0,001
"2017";"Argilas Plásticas";"Malavi";157;0,002;0
"2017";"Argilas Plásticas";"Mauritânia";1529;0,224;0,002
"2017";"Argilas Plásticas";"México";593907;315,602;0,965
"2017";"Argilas Plásticas";"Moçambique";56376;187,868;0,092
"2017";"Argilas Plásticas";"Nicarágua";5958;1,109;0,01
"2017";"Argilas Plásticas";"Omã";12662;0,164;0,021
"2017";"Argilas Plásticas";"Países Baixos (Holanda)";9970;26,034;0,016
"2017";"Argilas Plásticas";"Panamá";276565;849,503;0,45
"2017";"Argilas Plásticas";"Paraguai";10762928;10266,801;17,495
"2017";"Argilas Plásticas";"Peru";449216;44,625;0,73
"2017";"Argilas Plásticas";"Polônia";9949;0,63;0,016
"2017";"Argilas Plásticas";"Porto Rico";13666;78,167;0,022
"2017";"Argilas Plásticas";"Portugal";70028;2,685;0,114
"2017";"Argilas Plásticas";"Quênia";18547;4,456;0,03
"2017";"Argilas Plásticas";"Reino Unido";421451;125,566;0,685
"2017";"Argilas Plásticas";"República Dominicana";201053;961,152;0,327
"2017";"Argilas Plásticas";"Rússia";121800;9,701;0,198
"2017";"Argilas Plásticas";"Samoa";151;0,022;0
"2017";"Argilas Plásticas";"Santa Lúcia";16155;78,338;0,026
"2017";"Argilas Plásticas";"São Cristóvão e Névis";4844;26,65;0,008
"2017";"Argilas Plásticas";"São Vicente e Granadinas";5018;26,636;0,008
"2017";"Argilas Plásticas";"Senegal";209;0,002;0
"2017";"Argilas Plásticas";"Sérvia";675;0,196;0,001
"2017";"Argilas Plásticas";"Suécia";15592;3,117;0,025
"2017";"Argilas Plásticas";"Suíça";2516;0,178;0,004
"2017";"Argilas Plásticas";"Suriname";38850;209,608;0,063
"2017";"Argilas Plásticas";"Tailândia";2739;0,015;0,004
"2017";"Argilas Plásticas";"Tanzânia";193;0,002;0
"2017";"Argilas Plásticas";"Trinidad e Tobago";65558;361,565;0,107
"2017";"Argilas Plásticas";"Turquia";55;0,002;0
"2017";"Argilas Plásticas";"Ucrânia";1528;0,021;0,002
"2017";"Argilas Plásticas";"Uruguai";1769906;1913,845;2,877
"2017";"Argilas Plásticas";"Venezuela";3720;0,941;0,006
"2017";"Argilas Plásticas";"Zimbábue";433;0,004;0,001
"2018";"Argilas Plásticas";"África do Sul";56594;11,659;0,089
"2018";"Argilas Plásticas";"Albânia";5398;2,856;0,008
"2018";"Argilas Plásticas";"Alemanha";23321;2,236;0,037
"2018";"Argilas Plásticas";"Angola";285928;476,42;0,449
"2018";"Argilas Plásticas";"Antígua e Barbuda";142;0,024;0
"2018";"Argilas Plásticas";"Arábia Saudita";134546;88,096;0,211
"2018";"Argilas Plásticas";"Argélia";4615;0,24;0,007
"2018";"Argilas Plásticas";"Argentina";14753189;4317,065;23,177
"2018";"Argilas Plásticas";"Austrália";296875;78,662;0,466
"2018";"Argilas Plásticas";"Bangladesh";13;0,001;0
"2018";"Argilas Plásticas";"Belize";5;0;0
"2018";"Argilas Plásticas";"Bolívia";5928445;4157,131;9,313
"2018";"Argilas Plásticas";"Bonaire, Saint Eustatius e Saba";60;0,02;0
"2018";"Argilas Plásticas";"Botsuana";450;0,005;0,001
"2018";"Argilas Plásticas";"Burkina Faso";5134;0,81;0,008
"2018";"Argilas Plásticas";"Cabo Verde";18929;13,699;0,03
"2018";"Argilas Plásticas";"Camarões";392;0,012;0,001
"2018";"Argilas Plásticas";"Canadá";907421;437,396;1,426
"2018";"Argilas Plásticas";"Chile";1992968;492,224;3,131
"2018";"Argilas Plásticas";"China";1934540;481,213;3,039
"2018";"Argilas Plásticas";"Chipre";176;0,003;0
"2018";"Argilas Plásticas";"Cingapura";8580;8,867;0,013
"2018";"Argilas Plásticas";"Colômbia";1048275;248,725;1,647
"2018";"Argilas Plásticas";"Congo, República Democrática";23186;11,773;0,036
"2018";"Argilas Plásticas";"Coreia do Sul";38672;2,39;0,061
"2018";"Argilas Plásticas";"Costa Rica";187133;77,806;0,294
"2018";"Argilas Plásticas";"Coveite (Kuweit)";7944;2,218;0,012
"2018";"Argilas Plásticas";"Cuba";55971;18,739;0,088
"2018";"Argilas Plásticas";"Dinamarca";14366;2,138;0,023
"2018";"Argilas Plásticas";"El Salvador";61285;26,483;0,096
"2018";"Argilas Plásticas";"Emirados Árabes Unidos";145628;57,744;0,229
"2018";"Argilas Plásticas";"Equador";39510;8,93;0,062
"2018";"Argilas Plásticas";"Espanha";560655;528,183;0,881
"2018";"Argilas Plásticas";"Estados Unidos";18614312;8791,795;29,242
"2018";"Argilas Plásticas";"Estônia";44156;18,73;0,069
"2018";"Argilas Plásticas";"Fiji";25;0,011;0
"2018";"Argilas Plásticas";"Filipinas";80;0,001;0
"2018";"Argilas Plásticas";"França";25244;1,836;0,04
"2018";"Argilas Plásticas";"Gâmbia";118;0,001;0
"2018";"Argilas Plásticas";"Gana";2681;0,314;0,004
"2018";"Argilas Plásticas";"Grécia";32474;13,36;0,051
"2018";"Argilas Plásticas";"Guatemala";35846;17,175;0,056
"2018";"Argilas Plásticas";"Guiana";1214;0,939;0,002
"2018";"Argilas Plásticas";"Guiana Francesa";4440;0,574;0,007
"2018";"Argilas Plásticas";"Guiné Equatorial";6269;10,953;0,01
"2018";"Argilas Plásticas";"Haiti";338774;350,814;0,532
"2018";"Argilas Plásticas";"Honduras";18128;7,217;0,028
"2018";"Argilas Plásticas";"Hong Kong";2116;0,132;0,003
"2018";"Argilas Plásticas";"Índia";121512;37,569;0,191
"2018";"Argilas Plásticas";"Indonésia";130253;2,976;0,205
"2018";"Argilas Plásticas";"Iraque";258;0,043;0
"2018";"Argilas Plásticas";"Irlanda";237730;107,844;0,373
"2018";"Argilas Plásticas";"Israel";6981;0,423;0,011
"2018";"Argilas Plásticas";"Itália";38168;13,796;0,06
"2018";"Argilas Plásticas";"Japão";2070;0,097;0,003
"2018";"Argilas Plásticas";"Libéria";130;0,001;0
"2018";"Argilas Plásticas";"Lituânia";15221;2,196;0,024
"2018";"Argilas Plásticas";"Madagascar";16638;18,766;0,026
"2018";"Argilas Plásticas";"Malásia";27;0;0
"2018";"Argilas Plásticas";"Malta";73;0,013;0
"2018";"Argilas Plásticas";"Marrocos";593;0,005;0,001
"2018";"Argilas Plásticas";"Marshall, Ilhas";80;0,018;0
"2018";"Argilas Plásticas";"Maurício";668;0,006;0,001
"2018";"Argilas Plásticas";"México";878440;531,033;1,38
"2018";"Argilas Plásticas";"Moçambique";29769;20,192;0,047
"2018";"Argilas Plásticas";"Montenegro";29552;28,442;0,046
"2018";"Argilas Plásticas";"Nicarágua";58650;40,187;0,092
"2018";"Argilas Plásticas";"Nigéria";19284;8,944;0,03
"2018";"Argilas Plásticas";"Noruega";52;0,006;0
"2018";"Argilas Plásticas";"Nova Caledônia";221;0,026;0
"2018";"Argilas Plásticas";"Nova Zelândia";215;0,002;0
"2018";"Argilas Plásticas";"Países Baixos (Holanda)";153;0;0
"2018";"Argilas Plásticas";"Panamá";151953;87,325;0,239
"2018";"Argilas Plásticas";"Paraguai";11136820;7394,859;17,496
"2018";"Argilas Plásticas";"Peru";454327;116,443;0,714
"2018";"Argilas Plásticas";"Porto Rico";10525;3,788;0,017
"2018";"Argilas Plásticas";"Portugal";6372;1,865;0,01
"2018";"Argilas Plásticas";"Quênia";8356;3,175;0,013
"2018";"Argilas Plásticas";"Reino Unido";424204;69,377;0,666
"2018";"Argilas Plásticas";"República Dominicana";26219;7,623;0,041
"2018";"Argilas Plásticas";"Romênia";87414;90,094;0,137
"2018";"Argilas Plásticas";"Rússia";60533;4,59;0,095
"2018";"Argilas Plásticas";"São Tomé e Príncipe";15921;14,457;0,025
"2018";"Argilas Plásticas";"Senegal";34140;8,884;0,054
"2018";"Argilas Plásticas";"Sérvia";18137;8,123;0,028
"2018";"Argilas Plásticas";"Suécia";22336;3,442;0,035
"2018";"Argilas Plásticas";"Suíça";2718;0,249;0,004
"2018";"Argilas Plásticas";"Suriname";34171;2,013;0,054
"2018";"Argilas Plásticas";"Tailândia";19987;0,304;0,031
"2018";"Argilas Plásticas";"Tanzânia";146;0,002;0
"2018";"Argilas Plásticas";"Tcheca, República";634;0,385;0,001
"2018";"Argilas Plásticas";"Turquia";48;0,02;0
"2018";"Argilas Plásticas";"Ucrânia";26038;1,342;0,041
"2018";"Argilas Plásticas";"Uruguai";1858919;1109,569;2,92
"2018";"Argilas Plásticas";"Venezuela";2148;0,137;0,003
"2018";"Argilas Plásticas";"Vietnã";31;0,001;0
"2016";"Argilas Refratárias";"África do Sul";5134;0,002;0,03
"2016";"Argilas Refratárias";"Alemanha";324040;2,428;1,922
"2016";"Argilas Refratárias";"Angola";54423;39,728;0,323
"2016";"Argilas Refratárias";"Arábia Saudita";23186;20;0,138
"2016";"Argilas Refratárias";"Argentina";1467114;840,621;8,703
"2016";"Argilas Refratárias";"Armênia";4300;0,517;0,026
"2016";"Argilas Refratárias";"Áustria";20028;1,019;0,119
"2016";"Argilas Refratárias";"Barbados";88259;121,5;0,524
"2016";"Argilas Refratárias";"Barein";266638;334,01;1,582
"2016";"Argilas Refratárias";"Bélgica";192244;1,761;1,14
"2016";"Argilas Refratárias";"Bolívia";945783;2769,209;5,61
"2016";"Argilas Refratárias";"Canadá";8645;0,007;0,051
"2016";"Argilas Refratárias";"Chile";1561094;1593,636;9,26
"2016";"Argilas Refratárias";"China";72284;0,633;0,429
"2016";"Argilas Refratárias";"Cingapura";113885;0,857;0,676
"2016";"Argilas Refratárias";"Colômbia";1826909;1679,976;10,837
"2016";"Argilas Refratárias";"Congo";704;0;0,004
"2016";"Argilas Refratárias";"Coreia do Sul";343268;4,318;2,036
"2016";"Argilas Refratárias";"Costa Rica";108839;135,511;0,646
"2016";"Argilas Refratárias";"Cuba";504;0,21;0,003
"2016";"Argilas Refratárias";"Dinamarca";3226;0,568;0,019
"2016";"Argilas Refratárias";"El Salvador";7314;1,142;0,043
"2016";"Argilas Refratárias";"Emirados Árabes Unidos";92076;175,826;0,546
"2016";"Argilas Refratárias";"Equador";266566;282,971;1,581
"2016";"Argilas Refratárias";"Eslováquia";198;0,004;0,001
"2016";"Argilas Refratárias";"Espanha";12163;2,069;0,072
"2016";"Argilas Refratárias";"Estados Unidos";4423043;2011,066;26,237
"2016";"Argilas Refratárias";"Estônia";229;0,001;0,001
"2016";"Argilas Refratárias";"Etiópia";4241;0,01;0,025
"2016";"Argilas Refratárias";"Filipinas";71163;119;0,422
"2016";"Argilas Refratárias";"França";45859;42,065;0,272
"2016";"Argilas Refratárias";"Granada";2035;0,44;0,012
"2016";"Argilas Refratárias";"Guatemala";8802;10;0,052
"2016";"Argilas Refratárias";"Guiana";8306;25,716;0,049
"2016";"Argilas Refratárias";"Guiné Equatorial";5411;0,007;0,032
"2016";"Argilas Refratárias";"Hong Kong";89923;9,41;0,533
"2016";"Argilas Refratárias";"Hungria";965;0,003;0,006
"2016";"Argilas Refratárias";"Índia";167527;163,976;0,994
"2016";"Argilas Refratárias";"Indonésia";1284;1,04;0,008
"2016";"Argilas Refratárias";"Israel";206101;0,355;1,223
"2016";"Argilas Refratárias";"Itália";13906;0,019;0,082
"2016";"Argilas Refratárias";"Japão";310962;1,003;1,845
"2016";"Argilas Refratárias";"Jordânia";91180;101;0,541
"2016";"Argilas Refratárias";"Luxemburgo";3188;0,047;0,019
"2016";"Argilas Refratárias";"Malásia";8288;0,166;0,049
"2016";"Argilas Refratárias";"México";1531923;1396,776;9,087
"2016";"Argilas Refratárias";"Nicarágua";442;0;0,003
"2016";"Argilas Refratárias";"Noruega";254;0;0,002
"2016";"Argilas Refratárias";"Omã";32847;80;0,195
"2016";"Argilas Refratárias";"Países Baixos (Holanda)";10366;0,066;0,061
"2016";"Argilas Refratárias";"Panamá";392;0,717;0,002
"2016";"Argilas Refratárias";"Paquistão";4315;5;0,026
"2016";"Argilas Refratárias";"Paraguai";788443;1431,334;4,677
"2016";"Argilas Refratárias";"Peru";424679;443,019;2,519
"2016";"Argilas Refratárias";"Polônia";46;0,004;0
"2016";"Argilas Refratárias";"Portugal";21509;0,016;0,128
"2016";"Argilas Refratárias";"Quênia";82;0,1;0
"2016";"Argilas Refratárias";"Reino Unido";3014;3,392;0,018
"2016";"Argilas Refratárias";"República Dominicana";17864;16,001;0,106
"2016";"Argilas Refratárias";"Romênia";14048;0,087;0,083
"2016";"Argilas Refratárias";"Rússia";1820;0,003;0,011
"2016";"Argilas Refratárias";"Suécia";981;0,016;0,006
"2016";"Argilas Refratárias";"Suíça";1430;0,001;0,008
"2016";"Argilas Refratárias";"Tailândia";535;0,012;0,003
"2016";"Argilas Refratárias";"Taiwan (Formosa)";658;0,009;0,004
"2016";"Argilas Refratárias";"Tcheca, República";1136;0,005;0,007
"2016";"Argilas Refratárias";"Tunísia";2153;0,075;0,013
"2016";"Argilas Refratárias";"Turquia";42255;46,85;0,251
"2016";"Argilas Refratárias";"Uruguai";84684;108,155;0,502
"2016";"Argilas Refratárias";"Venezuela";569416;575,423;3,378
"2016";"Argilas Refratárias";"Vietnã";31490;19,532;0,187
"2017";"Argilas Refratárias";"África do Sul";10292;1,215;0,065
"2017";"Argilas Refratárias";"Alemanha";277533;5,965;1,759
"2017";"Argilas Refratárias";"Angola";5493;3,31;0,035
"2017";"Argilas Refratárias";"Arábia Saudita";21414;50;0,136
"2017";"Argilas Refratárias";"Argentina";2873517;1952,23;18,217
"2017";"Argilas Refratárias";"Armênia";2808;0,208;0,018
"2017";"Argilas Refratárias";"Austrália";219;0,5;0,001
"2017";"Argilas Refratárias";"Áustria";14344;0,101;0,091
"2017";"Argilas Refratárias";"Barbados";25570;40;0,162
"2017";"Argilas Refratárias";"Barein";251665;319,93;1,595
"2017";"Argilas Refratárias";"Bélgica";254726;19,966;1,615
"2017";"Argilas Refratárias";"Bolívia";346232;1465,543;2,195
"2017";"Argilas Refratárias";"Canadá";3297;0,075;0,021
"2017";"Argilas Refratárias";"Chile";2169184;1733,702;13,752
"2017";"Argilas Refratárias";"China";84069;7,858;0,533
"2017";"Argilas Refratárias";"Cingapura";1587;0,004;0,01
"2017";"Argilas Refratárias";"Colômbia";1655559;1503,352;10,496
"2017";"Argilas Refratárias";"Coreia do Sul";22834;0,91;0,145
"2017";"Argilas Refratárias";"Costa Rica";712;0,002;0,005
"2017";"Argilas Refratárias";"Cuba";379;0;0,002
"2017";"Argilas Refratárias";"El Salvador";19110;3,298;0,121
"2017";"Argilas Refratárias";"Emirados Árabes Unidos";12481;11,017;0,079
"2017";"Argilas Refratárias";"Equador";350214;387,817;2,22
"2017";"Argilas Refratárias";"Eslováquia";7012;0,002;0,044
"2017";"Argilas Refratárias";"Espanha";6206;0,041;0,039
"2017";"Argilas Refratárias";"Estados Unidos";2089962;1499,064;13,25
"2017";"Argilas Refratárias";"Estônia";214;0,002;0,001
"2017";"Argilas Refratárias";"Etiópia";1142;0,008;0,007
"2017";"Argilas Refratárias";"Filipinas";701;1;0,004
"2017";"Argilas Refratárias";"França";49752;54,065;0,315
"2017";"Argilas Refratárias";"Gana";1232;0,589;0,008
"2017";"Argilas Refratárias";"Guatemala";58646;49,504;0,372
"2017";"Argilas Refratárias";"Honduras";560;0,8;0,004
"2017";"Argilas Refratárias";"Hong Kong";36437;5,018;0,231
"2017";"Argilas Refratárias";"Hungria";1313;0,027;0,008
"2017";"Argilas Refratárias";"Índia";179012;151,272;1,135
"2017";"Argilas Refratárias";"Indonésia";10791;0,329;0,068
"2017";"Argilas Refratárias";"Israel";92894;1,036;0,589
"2017";"Argilas Refratárias";"Itália";60012;1,604;0,38
"2017";"Argilas Refratárias";"Japão";78378;0,336;0,497
"2017";"Argilas Refratárias";"Jordânia";23055;24;0,146
"2017";"Argilas Refratárias";"Luxemburgo";3583;0,052;0,023
"2017";"Argilas Refratárias";"Malásia";4251;0,008;0,027
"2017";"Argilas Refratárias";"México";2081299;1684,549;13,195
"2017";"Argilas Refratárias";"Noruega";794;0,001;0,005
"2017";"Argilas Refratárias";"Países Baixos (Holanda)";19279;42,074;0,122
"2017";"Argilas Refratárias";"Panamá";4340;10,019;0,028
"2017";"Argilas Refratárias";"Paquistão";1606;1;0,01
"2017";"Argilas Refratárias";"Paraguai";624305;872,438;3,958
"2017";"Argilas Refratárias";"Peru";331332;264,939;2,101
"2017";"Argilas Refratárias";"Polônia";1560;0,153;0,01
"2017";"Argilas Refratárias";"Portugal";192371;3,186;1,22
"2017";"Argilas Refratárias";"Quênia";82;0,1;0,001
"2017";"Argilas Refratárias";"Reino Unido";4105;0,22;0,026
"2017";"Argilas Refratárias";"República Dominicana";28728;31,107;0,182
"2017";"Argilas Refratárias";"Romênia";6157;0,016;0,039
"2017";"Argilas Refratárias";"Rússia";3956;0,102;0,025
"2017";"Argilas Refratárias";"Suíça";14175;0,02;0,09
"2017";"Argilas Refratárias";"Suriname";94;0,01;0,001
"2017";"Argilas Refratárias";"Tailândia";4644;0,132;0,029
"2017";"Argilas Refratárias";"Taiwan (Formosa)";87754;200;0,556
"2017";"Argilas Refratárias";"Tcheca, República";3478;0,013;0,022
"2017";"Argilas Refratárias";"Trinidad e Tobago";1424;2,819;0,009
"2017";"Argilas Refratárias";"Tunísia";106;0,003;0,001
"2017";"Argilas Refratárias";"Turquia";127;0,426;0,001
"2017";"Argilas Refratárias";"Uruguai";321441;347,263;2,038
"2017";"Argilas Refratárias";"Venezuela";912772;726,667;5,787
"2017";"Argilas Refratárias";"Vietnã";19215;0,161;0,122
"2018";"Argilas Refratárias";"África do Sul";6103;1,352;0,036
"2018";"Argilas Refratárias";"Alemanha";145392;0,653;0,867
"2018";"Argilas Refratárias";"Angola";125590;90,705;0,749
"2018";"Argilas Refratárias";"Argentina";3368671;1877,851;20,081
"2018";"Argilas Refratárias";"Austrália";108;0,25;0,001
"2018";"Argilas Refratárias";"Áustria";70336;1,238;0,419
"2018";"Argilas Refratárias";"Bahamas";206;0,1;0,001
"2018";"Argilas Refratárias";"Barein";123433;137,587;0,736
"2018";"Argilas Refratárias";"Bélgica";550132;2,292;3,279
"2018";"Argilas Refratárias";"Bolívia";473235;1106,511;2,821
"2018";"Argilas Refratárias";"Canadá";3812;0,08;0,023
"2018";"Argilas Refratárias";"Chile";2791575;2382,099;16,641
"2018";"Argilas Refratárias";"China";194086;9,465;1,157
"2018";"Argilas Refratárias";"Cingapura";447;0,075;0,003
"2018";"Argilas Refratárias";"Colômbia";1948662;1954,854;11,616
"2018";"Argilas Refratárias";"Coreia do Sul";101985;0,265;0,608
"2018";"Argilas Refratárias";"Costa Rica";457;0,044;0,003
"2018";"Argilas Refratárias";"Cuba";935;0,008;0,006
"2018";"Argilas Refratárias";"Dinamarca";135;0;0,001
"2018";"Argilas Refratárias";"Egito";41;0,001;0
"2018";"Argilas Refratárias";"El Salvador";14231;2,423;0,085
"2018";"Argilas Refratárias";"Emirados Árabes Unidos";42;0,029;0
"2018";"Argilas Refratárias";"Equador";432292;436,032;2,577
"2018";"Argilas Refratárias";"Eslováquia";13516;0,033;0,081
"2018";"Argilas Refratárias";"Eslovênia";8;0,041;0
"2018";"Argilas Refratárias";"Espanha";7524;0,729;0,045
"2018";"Argilas Refratárias";"Estados Unidos";2182308;861,995;13,009
"2018";"Argilas Refratárias";"Estônia";5887;0,072;0,035
"2018";"Argilas Refratárias";"Filipinas";4292;1,04;0,026
"2018";"Argilas Refratárias";"Finlândia";798;0;0,005
"2018";"Argilas Refratárias";"França";35467;31,02;0,211
"2018";"Argilas Refratárias";"Grécia";427;0,313;0,003
"2018";"Argilas Refratárias";"Guatemala";16;0;0
"2018";"Argilas Refratárias";"Guiana";20037;20,196;0,119
"2018";"Argilas Refratárias";"Hong Kong";167906;5,899;1,001
"2018";"Argilas Refratárias";"Hungria";37637;0,132;0,224
"2018";"Argilas Refratárias";"Índia";221164;45,393;1,318
"2018";"Argilas Refratárias";"Indonésia";2027;0,164;0,012
"2018";"Argilas Refratárias";"Israel";82134;0,515;0,49
"2018";"Argilas Refratárias";"Itália";84139;4,509;0,502
"2018";"Argilas Refratárias";"Japão";28393;0,163;0,169
"2018";"Argilas Refratárias";"Libéria";264;0,004;0,002
"2018";"Argilas Refratárias";"Malásia";14691;0,099;0,088
"2018";"Argilas Refratárias";"Marshall, Ilhas";258;0,001;0,002
"2018";"Argilas Refratárias";"México";1336280;543,086;7,966
"2018";"Argilas Refratárias";"Mônaco";853;0,498;0,005
"2018";"Argilas Refratárias";"Nigéria";8;0,001;0
"2018";"Argilas Refratárias";"Noruega";412;0,15;0,002
"2018";"Argilas Refratárias";"Países Baixos (Holanda)";145081;1,544;0,865
"2018";"Argilas Refratárias";"Panamá";131;0,037;0,001
"2018";"Argilas Refratárias";"Paraguai";416567;660,27;2,483
"2018";"Argilas Refratárias";"Peru";547478;284,9;3,264
"2018";"Argilas Refratárias";"Polônia";6758;0,073;0,04
"2018";"Argilas Refratárias";"Portugal";33721;0,048;0,201
"2018";"Argilas Refratárias";"Reino Unido";15976;3,566;0,095
"2018";"Argilas Refratárias";"República Dominicana";3;0;0
"2018";"Argilas Refratárias";"Romênia";2801;0,023;0,017
"2018";"Argilas Refratárias";"Rússia";655;0,02;0,004
"2018";"Argilas Refratárias";"Suécia";3445;0,027;0,021
"2018";"Argilas Refratárias";"Suíça";23154;0,253;0,138
"2018";"Argilas Refratárias";"Tailândia";182537;14,892;1,088
"2018";"Argilas Refratárias";"Taiwan (Formosa)";1847;0,065;0,011
"2018";"Argilas Refratárias";"Tanzânia";8898;5;0,053
"2018";"Argilas Refratárias";"Tcheca, República";16850;0,181;0,1
"2018";"Argilas Refratárias";"Trinidad e Tobago";1788;6,182;0,011
"2018";"Argilas Refratárias";"Tunísia";196;0,002;0,001
"2018";"Argilas Refratárias";"Turquia";54;0,03;0
"2018";"Argilas Refratárias";"Ucrânia";18392;18;0,11
"2018";"Argilas Refratárias";"Uruguai";51826;64,469;0,309
"2018";"Argilas Refratárias";"Venezuela";311706;155,61;1,858
"2018";"Argilas Refratárias";"Vietnã";387545;2,008;2,31
"2016";"Bário";"Argentina";407084;2019,238;20,137
"2016";"Bário";"Bolívia";27684;17,9;1,369
"2016";"Bário";"Chile";4833;8,95;0,239
"2016";"Bário";"Colômbia";955;0,5;0,047
"2016";"Bário";"Índia";578;0,2;0,029
"2016";"Bário";"Japão";3114;0,014;0,154
"2016";"Bário";"México";10185;10,5;0,504
"2016";"Bário";"Tailândia";934;0,004;0,046
"2016";"Bário";"Uruguai";450237;1766,75;22,271
"2016";"Bário";"Venezuela";1116000;2789,177;55,204
"2017";"Bário";"Angola";1457;3,7;0,32
"2017";"Bário";"Argentina";85998;124,195;18,894
"2017";"Bário";"Bolívia";438;0,175;0,096
"2017";"Bário";"Chile";214580;43,68;47,143
"2017";"Bário";"Equador";12;0,001;0,003
"2017";"Bário";"Índia";2;0,002;0
"2017";"Bário";"Japão";1636;0,007;0,359
"2017";"Bário";"México";40556;60,4;8,91
"2017";"Bário";"Paraguai";7007;8,075;1,539
"2017";"Bário";"República Dominicana";12950;7,5;2,845
"2017";"Bário";"Uruguai";90532;115,325;19,89
"2018";"Bário";"Angola";15961;25,75;7,296
"2018";"Bário";"Argentina";54004;76,965;24,686
"2018";"Bário";"Bolívia";2305;2,5;1,054
"2018";"Bário";"Espanha";0;0,001;0
"2018";"Bário";"Estados Unidos";243;0,27;0,111
"2018";"Bário";"Japão";3278;0,021;1,498
"2018";"Bário";"México";41619;59,177;19,024
"2018";"Bário";"Paraguai";18037;21,85;8,245
"2018";"Bário";"Peru";6400;2;2,926
"2018";"Bário";"República Dominicana";6225;3,751;2,846
"2018";"Bário";"Tailândia";856;0,003;0,391
"2018";"Bário";"Uruguai";69838;207;31,924
"2016";"Bauxita";"África do Sul";88406835;236705,35;2,334
"2016";"Bauxita";"Alemanha";37013975;2683,35;0,977
"2016";"Bauxita";"Angola";1291481;179,218;0,034
"2016";"Bauxita";"Antilhas Holandesas";24401;5,732;0,001
"2016";"Bauxita";"Arábia Saudita";11414080;29658,025;0,301
"2016";"Bauxita";"Argélia";141294;16,093;0,004
"2016";"Bauxita";"Argentina";317193904;880448,094;8,375
"2016";"Bauxita";"Armênia";46;0,006;0
"2016";"Bauxita";"Aruba";3577;0,378;0
"2016";"Bauxita";"Austrália";824949;171,782;0,022
"2016";"Bauxita";"Áustria";58484;49,31;0,002
"2016";"Bauxita";"Azerbaijão";1203;0,001;0
"2016";"Bauxita";"Bahamas";4633;0,31;0
"2016";"Bauxita";"Bangladesh";2160;0,171;0
"2016";"Bauxita";"Barbados";14179;0,993;0
"2016";"Bauxita";"Barein";14491;10,019;0
"2016";"Bauxita";"Bélgica";4628319;2337,896;0,122
"2016";"Bauxita";"Belize";427;0,008;0
"2016";"Bauxita";"Bolívia";14773743;4722,25;0,39
"2016";"Bauxita";"Bósnia-Herzegovina";1257;0,08;0
"2016";"Bauxita";"Bulgária";1790;0,114;0
"2016";"Bauxita";"Burkina Faso";4474;0;0
"2016";"Bauxita";"Camarões";14344922;62488,402;0,379
"2016";"Bauxita";"Camboja";165;0,125;0
"2016";"Bauxita";"Canadá";812414999;5183999,149;21,452
"2016";"Bauxita";"Catar";96394969;362670,037;2,545
"2016";"Bauxita";"Cayman, Ilhas";137;0,001;0
"2016";"Bauxita";"Cazaquistão";6275;0,003;0
"2016";"Bauxita";"Chile";47208934;18539,814;1,247
"2016";"Bauxita";"China";141265842;4925900,022;3,73
"2016";"Bauxita";"Cingapura";2960085;93,601;0,078
"2016";"Bauxita";"Colômbia";59194309;24806,726;1,563
"2016";"Bauxita";"Congo";3033;1,157;0
"2016";"Bauxita";"Congo, República Democrática";15765;1,423;0
"2016";"Bauxita";"Coreia do Norte";43987;22,84;0,001
"2016";"Bauxita";"Coreia do Sul";4363404;5492,609;0,115
"2016";"Bauxita";"Costa do Marfim";49648;5,265;0,001
"2016";"Bauxita";"Costa Rica";957340;99,646;0,025
"2016";"Bauxita";"Coveite (Kuweit)";365580;57,905;0,01
"2016";"Bauxita";"Croácia";565;0,037;0
"2016";"Bauxita";"Cuba";207381;14,907;0,005
"2016";"Bauxita";"Curaçao";12932;2,589;0
"2016";"Bauxita";"Dinamarca";215793;673,662;0,006
"2016";"Bauxita";"Egito";31494716;120652,832;0,832
"2016";"Bauxita";"El Salvador";443946;76,983;0,012
"2016";"Bauxita";"Emirados Árabes Unidos";254718593;967915,258;6,726
"2016";"Bauxita";"Equador";4489881;900,861;0,119
"2016";"Bauxita";"Eslováquia";8397;0,054;0
"2016";"Bauxita";"Eslovênia";46268;30,589;0,001
"2016";"Bauxita";"Espanha";9822309;64090,4;0,259
"2016";"Bauxita";"Estados Unidos";315647282;2087911,725;8,335
"2016";"Bauxita";"Estônia";5168;0,494;0
"2016";"Bauxita";"Etiópia";261317;34,977;0,007
"2016";"Bauxita";"Fiji";207;0,097;0
"2016";"Bauxita";"Filipinas";663540;1869,268;0,018
"2016";"Bauxita";"Finlândia";1602583;1320,502;0,042
"2016";"Bauxita";"França";1227802;189,809;0,032
"2016";"Bauxita";"Gabão";32012;2,497;0,001
"2016";"Bauxita";"Gana";25981866;109803,471;0,686
"2016";"Bauxita";"Geórgia";15747898;60117,49;0,416
"2016";"Bauxita";"Grécia";11722955;451424,915;0,31
"2016";"Bauxita";"Guadalupe";6275;0,626;0
"2016";"Bauxita";"Guatemala";1355975;138,486;0,036
"2016";"Bauxita";"Guiana";8427;0,944;0
